Consulta,Iteración,Tiempo,Manager,Worker1,Worker2
6,30,550.729,0.00179025122007889,0.0412594697862067,0.04002983098893
6,37,555.326,0.00112527134229236,0.033396021448625,0.0375090500520459
6,42,555.651,0.00178676598295985,0.0334155661970625,0.0406539002799245
6,108,556.898,0.00361787265474404,0.0368938313731707,0.0391460631914974
6,211,550.296,0.0017068583003941,0.0351065100959273,0.0386526005389923
6,246,556.954,0.00337454851791074,0.0378978555797213,0.0350625858292942
6,262,553.715,0.00174882149578233,0.0439760522590115,0.0373626440581188
6,266,551.387,0.00178664888474863,0.0318906380596725,0.0363612738932692
6,269,556.852,0.00180435702105789,0.0322067179400399,0.0367216638948955
6,277,553.294,0.00171004871695927,0.0421245399292345,0.0368845335719781
6,348,559.289,0.00276626100880162,0.0400794819835016,0.0431056175095249
6,351,556.568,0.00275280285710376,0.0434000780197866,0.0428959041319269
6,371,556.501,0.00188528179872049,0.0401461102183498,0.03132762277392
6,402,553.238,0.00360015536935938,0.04079829768242,0.0332711991765608
6,405,559.904,0.00364353387136421,0.041289878977181,0.0336720859806323
6,428,553.32,0.00319547675650614,0.0389082961937066,0.0366178387127469
6,466,557.473,0.00230550602244899,0.0423474806496555,0.0440433771437459
6,489,554.013,0.00358452897996661,0.0391986848228919,0.0373603587909277
6,540,556.07,0.00228767019133423,0.0398810009297531,0.0372501478087148
6,556,594.546,0.00174525945978198,0.0413669914361134,0.0428974488476138
6,574,555.4,0.00353616315483635,0.0397662516003623,0.0367602245942541
6,671,559.947,0.000871796521061824,0.0397278164162975,0.0428950598047237
6,711,554.335,0.00166353230685323,0.0400933991430117,0.0350904601611725
6,756,559.376,0.00422135968598814,0.0408009584105009,0.0372065402940931
6,779,557.747,0.00357703031135215,0.0409111744947692,0.0371900212975735
6,783,550.561,0.00353094393201281,0.040384075828314,0.0412067205689799
6,880,559.522,0.00187261701748702,0.0413642685764205,0.03449268207979
6,926,557.38,0.000846111937437771,0.0399881940886518,0.0370994875752548
6,942,553.34,0.00177507918118416,0.0374993428447838,0.0355606472417129
07,01,20431.144,0.4058438953020932,0.2608306708728528,0.3739834555699148
07,02,23290.335,0.6870163145047583,2.4879842881118712,0.3392258039543123
07,03,19474.673,0.6616485395841192,0.489802816998186,0.21729292185981827
07,04,21370.166,0.541476065607345,0.4772740598520455,0.3674154108381761
07,05,20092.134,0.623693895902693,0.2972652856500937,0.469450913947203
07,06,21357.751,0.5450012152046309,0.3847227570040468,0.9479763134605521
07,07,21654.877,0.756390882709583,2.748632266176067,0.6055243677464596
07,08,20429.255,0.6029489715130673,0.4579177666683052,0.5736420980803608
07,09,23077.638,0.8136401736122463,0.31971907411724204,2.9213100239833323
07,10,19708.092,0.6274585780082118,0.20996801489642455,0.3559968474249733
07,11,20422.383,0.3871956121258258,0.9252482014919747,1.0255315387263526
07,12,21551.806,0.6730850249994415,5.061916115281949,0.6447387128228351
07,13,20934.960,0.44257483332143854,0.9826902829449262,0.825343286832743
07,14,22062.694,0.7561909201638152,1.847074144899505,0.27564169555791757
07,15,20836.682,0.5522484702062873,0.11521155562607283,0.23298532999970517
