Consulta,Iteracion,Tiempo,Manager,Worker1,Worker2
1,2,46166.148,0.0129986443799629,99.7595249415886,101.660455979732
1,5,46946.787,0.0144871398309496,111.00654799989,80.5580526450467
1,7,44473.089,0.0132445947546445,106.223926949206,73.7457325925088
1,8,49622.31,0.0206470066132643,106.460507302658,119.071165015461
1,9,51186.065,0.0112945872521508,117.78121973254,76.7537743099804
1,11,54388.81,0.000973407291032249,117.093489836607,93.3356125711636
1,13,44136.893,0.0277760111213734,100.024718458422,113.704325896494
1,14,49845.989,0.0216780107850881,120.210436340782,80.5682681266542
1,15,51894.949,0.00946285145163459,96.2156776718493,79.9910469683131
1,16,47024.577,0.0452550138602206,142.791870123936,96.8005001676431
1,17,47474.585,0.0133476287093966,108.693045872144,93.2473742536808
1,20,47337.978,0.0225095200361506,109.735123690472,76.9198632080672
1,23,51080.454,0.0135321741470542,120.162443506793,86.5790398692785
1,26,50053.668,0.0315793419729033,84.3799151443977,106.00545470711
1,28,50176.319,0.0229696030116223,104.128509464057,118.389908185241
1,29,50251.811,0.0685441849025484,115.854998921794,116.203116369641
1,32,46646.25,0.0102269733454128,85.2060513563844,84.1845940252993
1,36,41827.46,0.0114804021326549,106.073231894259,90.4585964429674
1,37,51559.548,0.0244114547750358,102.688617414398,127.90293125416
1,38,43692.59,0.0339517122871006,109.07371321343,113.887242071433
1,39,43615.713,0.0157419377847367,79.8112263749665,115.255296906225
1,40,43653.15,0.0406326527390066,88.3852035163118,105.261247438192
1,41,43617.028,0.0161097874355279,92.6526107933655,81.180654507883
1,44,51318.492,0.00779171505545826,95.6201322394116,104.623043818402
1,45,50436.63,0.0283979877157416,90.0946466805009,66.3429713180904
1,46,51288.711,0.0273601908834086,94.5533155777351,92.5229822332702
1,48,53805.311,0.00988515964790767,94.8713211806809,84.0777860746306
1,50,48233.747,0.116723696841989,83.5213318977738,96.3375746398904
1,56,50635.402,0.0218528091451592,112.764282936409,112.731866560954
1,59,54162.909,0.00826138738247621,81.6070986510697,89.334290991184
2,54,534.688,0.00247782670351051,0.00938352065557118,0.0154003333638142
2,57,565.118,0.00143715523052199,0.0156432433073447,0.0169487989087878
2,90,1135.847,0.00611674396370316,0.0186175784028868,0.0524710713910749
2,165,1181.521,0.00598027450979585,0.0174499823370797,0.019237804556599
2,197,578.909,0.00125167072603057,0.0123766522641805,0.048092353987738
2,200,775.229,0.00250618340145182,0.0402563521532634,0.0313183389084619
2,239,1170.054,0.000858460390581135,0.041548027437776,0.0377999338764367
2,312,599.083,0.00468407293783712,0.038409950508004,0.0396347902257828
2,314,1124.27,0.00470092223666841,0.0370790448407787,0.0385479007219944
2,326,555.492,0.00229351439626373,0.0201188196621976,0.0230449950249758
2,421,561.037,0.000747795896562739,0.0187596859786849,0.0337327598108056
2,425,608.902,0.0014937477941202,0.0449158037923071,0.0336911687992594
2,427,658.694,0.00149374735444471,0.0449157905716161,0.0274094673932713
2,429,1171.298,0.00149559135344999,0.0292789449154886,0.027443303791681
2,431,981.446,0.00214214041767899,0.00971781834844577,0.0274094673932713
2,432,998.838,0.00280775857032854,0.00977780339830035,0.0275786574531304
2,448,1369.617,0.00353581934974918,0.0410908224235937,0.0521528474038413
2,558,587.144,0.00137269033994865,0.00169878569243653,0.000296028159119044
2,562,1375.727,0.00141488399290195,0.00942183094338533,0.0180706443220183
2,564,739.758,0.00105182507670018,0.00544909100831888,0.00536696614231603
2,578,611.315,0.00166793438166872,0.0264375338167069,0.022384159919094
2,581,1372.465,0.00168451383449952,0.0264270241251371,0.0226066609524765
2,582,1212.723,0.0016370909354588,0.0191407663498159,0.0224731666984104
2,584,967.365,0.00162412327553185,0.0119154248062303,0.0168956762665548
2,598,589.176,0.00334374083109945,0.0252067375846807,0.0204076432551871
2,600,1045.459,0.00336291959859707,0.0267566214713734,0.0310876161402026
2,602,1164.467,0.00163031337070093,0.0149175140365941,0.0171826850231944
2,617,573.407,0.00152174465368568,0.0243185145595441,0.0233928165079135
2,633,557.668,0.000973578566573121,0.0160618511288919,0.0138773932410882
2,636,628.482,0.000935201351901976,0.0261217482797657,0.0242432116591743
3,1,44405.548,0.106271892621887,58.1147668582163,22.9005519231851
3,2,26255.682,1.15990215928503,64.5211465122334,56.5038143954086
3,3,48622.86,0.569667674629038,49.5291959698144,30.7129550802454
3,4,39480.631,1.17376860661053,52.3584290090493,31.5758068904612
3,5,29574.767,0.704656033838255,70.0386876386485,45.7225028914588
3,6,56312.123,1.51079830266149,28.7522489371706,47.9475806683843
3,7,39928.163,0.26027053906651,41.4722026072608,44.8324563269619
3,8,27182.122,28.5935417641028,52.5349055808933,41.992619741086
3,9,51637.431,9.06064094945011,53.6413974977064,47.573792535384
3,10,53909.681,3.40814717526985,43.8932725417896,62.672454502949
3,11,52676.787,7.86783416807111,63.418631128399,58.3334984149329
3,12,24617.592,2.01361401940561,46.094857494995,39.6986372608575
3,13,52288.291,0.561003679598818,45.6048036234358,44.8373111369579
3,14,62088.429,1.2108189111058,41.2372366981019,27.3080596468124
3,15,24300.189,0.362234087302628,33.4665351368181,42.2541876946277
3,16,47870.853,3.70078519933703,36.2837261901507,48.5284909048449
3,17,54765.759,12.7907284521737,51.922472802699,48.0686799781158
3,18,29594.773,5.0187433612255,50.1517757608441,87.3403073217735
3,19,56963.175,2.81237957747365,49.713124002981,26.8509422964496
3,20,56773.722,4.56610618923993,47.8582057224118,60.6696861631018
3,21,39676.434,9.31121603035374,43.8987145321903,41.1837373887338
3,22,54619.016,0.129763151539717,46.7007885777207,40.3964216179996
3,23,46935.022,0.364880737212904,47.0553932797425,89.9699996200382
3,24,31187.975,3.37875349121084,62.3375707575801,27.9013698154235
3,25,42726.979,0.825061063537219,47.443313709103,47.5485252978627
3,26,40587.078,0.859475912749643,46.0821412273288,68.4148510764126
3,27,64149.012,9.12264844783318,66.2233567566913,53.7287361574046
3,28,25229.273,0.782933150856094,60.9034615580306,72.1775719396397
3,29,35017.548,3.25116103093199,51.6796624548458,54.5121239211342
3,30,53540.779,6.85310295556502,69.6266817278677,76.536269711471
4,1,16847.371,0.00609712909261677,7.36601182459093,1.47429467770561
4,2,17285.226,0.00753192957859486,13.9327175905962,0.0440963211617555
4,3,19920.722,0.012866966140882048,13.9264176805866,7.585887443457013
4,4,25111.153,0.0242395386354915,25.9506487504221,0.0274563545441291
4,5,22920.627,0.00267653699666605,19.5457973448291,0.0282219590813419
4,6,20556.545,0.00130939635155399,19.6674025409498,0.0167677308278049
4,7,22798.891,0.0134502871918644,19.0603927632478,0.24996415527591
4,8,24778.642,0.0154697150659914,22.5557474211155,0.0172734444758714
4,9,24713.291,0.00472495775155467,20.2770133225508,0.0218480611918806
4,10,23944.068,0.0136136019219543,16.8730541220575,3.78818110440649
4,11,23392.193,0.00132080443260452,21.7573520485151,0.0543958920560326
4,12,23519.678,0.0235432786971368,19.0665336877102,0.0421070148674847
4,13,23313.783,0.0260863636559475,21.0626617426424,0.0336984979460131
4,14,24025.519,0.0108593347731258,21.6543651834273,2.83416563494966
4,15,28313.057,0.0278429072477882,25.7695124199391,0.0508896527020856
4,16,19849.209,0.03729717052700948,10.027968269981162,5.9519286660302235
4,17,25562.684,0.00274999290997043,19.7279852098065,0.0344184774175743
4,18,22292.558,0.0108977228580649,16.8255652069027,0.0477332576286477
4,19,33681.186,0.0249900632211078,23.6409580826356,0.145698043394008
4,20,22865.488,0.00206229649393236,17.2496740762537,0.0270656189257598
4,21,22247.713,0.0262618020642736,19.4975351837674,0.0126813013784089
4,22,29853.114,0.00148012577445421,23.3801030455536,0.0370045509585289
4,23,24113.332,0.01595087003819,17.7870938234929,0.0182205817661012
4,24,21721.368,0.00976348111397974,19.6718608868106,0.0612739705891577
4,25,21860.373,0.0421112101739541,17.6802406172951,2.70983748874411
4,26,23469.752,0.00189546484853594,18.6042057692265,0.0586170204555127
4,27,24702.563,0.0030156297054938,24.033731143162,0.0243306655951498
4,28,24543.34,0.013119148476937,26.9571647524717,0.029122288684765
4,29,23759.613,0.002735485766725,21.6569848080885,0.0217861239313111
4,30,24537.534,0.00959408940100257,18.410651610821,0.0207894396640608
5,1,26758.412,0.882110490932779,140.992503121938,83.6566489141294
5,2,17718.56,1.17301184548767,143.75258212107,94.4131860439746
5,3,16907.321,0.641465061476479,149.832347498972,75.2314856977837
5,4,17264.818,0.856104269577674,140.127872048203,80.1508802647359
5,5,17452.74,15.26271019003,135.064167154961,79.96555672438
5,6,17536.659,0.919439334950797,138.860567624059,83.4307830711764
5,7,16978.076,0.463535850233548,125.687481956586,88.3760572917977
5,8,17730.19,6.769679948897,133.442504031056,66.1390641708696
5,9,16905.482,0.6977332816695,120.233597564965,71.8416154402074
5,10,16765.758,0.747128471541697,136.056646328285,56.2253605896134
5,11,17403.542,0.895854307053821,131.441815265829,18.8407761599811
5,12,17712.459,1.25665010652611,135.973506974073,33.5612046481132
5,13,17197.227,0.90407985221092,116.775812306333,17.328604733242
5,14,17200.222,8.68079671260513,125.481252510469,42.3028019840628
5,15,17193.808,2.54366180650526,128.03711432308,17.4421027851621
5,16,17197.811,1.58356430107562,140.498447024733,44.7928517465751
5,17,17609.77,1.48500341922672,129.695211478504,44.9054474394998
5,18,18159.929,5.93980436557918,116.075409780136,69.5489638861394
5,19,18110.126,7.94389821777178,139.460291209732,36.4499110672597
5,20,17523.147,0.712970335353065,132.788819534118,8.4997882323309
5,21,17610.277,1.59087913691384,140.868442453911,9.24252517162446
5,22,17899.722,2.8772451524691,142.141031748716,37.8361598419943
5,23,18372.807,0.621237819928189,122.840938534667,68.4695495116668
5,24,17319.19,1.10614238612685,133.069313742877,16.7920458638272
5,25,17692.6,32.9485648061422,130.68156966613,28.5923064982771
5,26,17310.519,0.639934854865785,137.364875187103,6.38115093547757
5,27,17782.815,0.35717473762876,138.887047007153,44.3337003991871
5,28,17490.793,0.73426597498163,134.519137080664,14.7312181721113
5,29,17590.512,5.31914921927381,122.361899517403,39.7722211394952
5,30,18004.403,0.582561120755202,133.740225411383,61.3346124277187
6,155,969.362,0.00118427848648422,0.0125438959645599,0.0165220205418697
6,243,972.615,0.000579523249067291,0.0068299166613894,0.014680756979177
6,269,985.927,0.000255959483451928,0.00348305418568891,0.00698554094189472
6,402,986.582,0.00051303385076618,0.000881093188356511,0.003549995176504
6,404,986.622,0.000507100636646497,0.00415595234158902,0.00335950507266576
6,181,990.889,0.000925054097996941,0.0101134243054434,0.0213734363007962
6,283,991.257,0.000566013615827856,0.00735632936022494,0.013311938920447
6,25,991.7,0.0038790909568722,0.0101008615808287,0.0215515004368352
6,256,991.707,0.000681118819202596,0.01129997000416,0.0111445503425096
6,130,992.949,0.0012665369308156,0.0161916590948941,0.0201548629106954
6,194,995.594,0.0023419703005957,0.0144247230031621,0.00931118605232079
6,40,996.175,0.00653629691354255,0.00677161496014821,0.02062747994916
6,267,997.977,0.000248760761836714,0.00338509517625768,0.00637616990709528
6,169,998.112,0.00312391330232428,0.0111658154881445,0.0186632470473498
6,207,999.347,0.00228667908005699,0.0128821367788,0.0113668278207581
6,143,1000.087,0.00241232021850093,0.0153865936745056,0.0224818759462563
6,132,1000.205,0.00126165934782269,0.0224506248490763,0.018028732042147
6,144,1002.161,0.00196109829614275,0.0163859492034777,0.0225750335452335
6,205,1004.508,0.00225134424263924,0.00472475387539842,0.0111911822671232
6,218,1004.527,0.000820786112481945,0.0160055856010638,0.0117519422545425
6,107,1007.482,4.5E-03,4.3E-02,3.9E-02
6,245,1009.68,0.00108626866220189,0.0129434523389541,0.00750071445893789
6,220,1017.989,0.00158818763948276,0.00597657629168771,0.0113697643909577
6,406,1025.767,0.000488803271304518,0.00400599595651961,0.00513760775317193
6,171,1027.941,0.00307626130971601,0.0109954927852991,0.0164899618607417
6,209,1030.33,0.00232201271397211,0.0130811908170147,0.0144401412131488
6,227,1036.82,0.00085845211810332,0.0045028813664107,0.0133734042463381
6,157,1044.785,0.001195028441809,0.0263156977272023,0.0182727049140846
6,183,1047.846,0.00320389603878628,0.0099735205944598,0.0183897395281991
6,196,1054.826,0.00237298875440907,0.0146157726523103,0.00943450896313575
7,1,52379.343,7.48636916177127,61.8351478209765,44.7693145755722
7,2,48383.566,1.40567329212159,34.6275216033945,18.7254322308587
7,3,47852.336,1.3641981747502,8.82366145602682,4.68212455227849
7,4,48678.847,1.63548494660254,36.3105894855714,32.3090998939391
7,5,51860.213,1.46920035155184,64.8356704636277,14.7373491926982
7,6,49946.768,1.38938265306244,4.1789927001417,35.8468104806997
7,7,48636.586,5.67680864129082,11.6760992720607,28.313605639807
7,8,51752.833,2.64962358042437,22.6421196944468,26.6071944013907
7,9,52588.059,3.02927335668445,14.5152195300308,49.0053956430444
7,10,50303.654,2.2868348839266,55.161489760257,25.0064505504382
7,11,54745.159,1.39592290290643,50.6954058918154,21.0934886830834
7,12,52677.858,6.42719407987132,39.1007311862625,9.19670588833777
7,13,47836.52,2.30266580769503,42.2253449576329,39.2214485313499
