query,total_ms,prop_w1,prop_w2,prop_coord
Q1,4135.077,0.9251,0.0000,0.0749
Q1,4934.001,0.8024,0.0000,0.1976
Q1,4759.189,0.8062,0.0000,0.1938
Q1,4639.077,0.8513,0.0000,0.1487
Q1,5097.129,0.8042,0.0000,0.1958
Q1,4661.136,0.9235,0.0000,0.0765
Q1,4779.820,0.9051,0.0000,0.0949
Q1,4603.931,0.9412,0.0000,0.0588
Q1,4885.682,0.8752,0.0000,0.1248
Q1,4605.993,0.9397,0.0000,0.0603
Q2,421.499,0.2015,0.0000,0.7985
Q2,488.104,0.0731,0.0000,0.9269
Q2,451.880,0.0938,0.0000,0.9062
Q2,884.035,0.0547,0.0000,0.9453
Q2,1482.829,0.0253,0.0000,0.9747
Q2,1781.783,0.0197,0.0000,0.9803
Q2,1150.872,0.0285,0.0000,0.9715
Q2,745.767,0.0376,0.0000,0.9624
Q2,640.816,0.0505,0.0000,0.9495
Q2,458.686,0.0797,0.0000,0.9203
Q3,6160.647,0.0000,0.0000,1.0000
Q3,9135.265,0.0000,0.0000,1.0000
Q3,6279.037,0.0000,0.0000,1.0000
Q3,9690.926,0.0000,0.0000,1.0000
Q3,8385.183,0.0000,0.0000,1.0000
Q3,7940.304,0.0000,0.0000,1.0000
Q3,8944.079,0.0000,0.0000,1.0000
Q3,6908.224,0.0000,0.0000,1.0000
Q3,9332.343,0.0000,0.0000,1.0000
Q3,6326.781,0.0000,0.0000,1.0000
Q4,622.141,0.2600,0.0000,0.7400
Q4,332.091,0.3479,0.0000,0.6521
Q4,722.665,0.1785,0.0000,0.8215
Q4,1170.376,0.1047,0.0000,0.8953
Q4,1977.685,0.0782,0.0000,0.9218
Q4,1507.580,0.0946,0.0000,0.9054
Q4,821.086,0.1767,0.0000,0.8233
Q4,337.201,0.4608,0.0000,0.5392
Q4,483.968,0.2320,0.0000,0.7680
Q4,386.585,0.3148,0.0000,0.6852
Q5,7514.295,0.0000,0.0000,1.0000
Q5,9189.703,0.0000,0.0000,1.0000
Q5,9821.077,0.0000,0.0000,1.0000
Q5,7287.676,0.0000,0.0000,1.0000
Q5,9702.197,0.0000,0.0000,1.0000
Q5,7021.606,0.0000,0.0000,1.0000
Q5,9838.027,0.0000,0.0000,1.0000
Q5,8139.725,0.0000,0.0000,1.0000
Q5,8229.215,0.0000,0.0000,1.0000
Q5,9346.306,0.0000,0.0000,1.0000
Q6,341.604,0.1401,0.0000,0.8599
Q6,432.622,0.1256,0.0000,0.8744
Q6,330.927,0.1642,0.0000,0.8358
Q6,297.685,0.2325,0.0000,0.7675
Q6,310.959,0.2055,0.0000,0.7945
Q6,264.906,0.2645,0.0000,0.7355
Q6,373.271,0.1923,0.0000,0.8077
Q6,331.176,0.1730,0.0000,0.8270
Q6,525.048,0.1125,0.0000,0.8875
Q6,306.757,0.2056,0.0000,0.7944
Q7,9716.669,0.0000,0.0000,1.0000
Q7,8698.575,0.0000,0.0000,1.0000
Q7,9665.295,0.0000,0.0000,1.0000
Q7,8578.308,0.0000,0.0000,1.0000
Q7,8365.134,0.0000,0.0000,1.0000
Q7,7631.647,0.0000,0.0000,1.0000
Q7,8098.444,0.0000,0.0000,1.0000
Q7,9145.591,0.0000,0.0000,1.0000
Q7,8314.286,0.0000,0.0000,1.0000
Q7,8123.151,0.0000,0.0000,1.0000
Q8,40223.384,0.0000,0.0000,1.0000
Q8,37165.694,0.0000,0.0000,1.0000
Q8,39789.921,0.0000,0.0000,1.0000
Q8,38972.025,0.0000,0.0000,1.0000
Q8,37856.948,0.0000,0.0000,1.0000
Q8,40200.586,0.0000,0.0000,1.0000
Q8,42713.184,0.0000,0.0000,1.0000
Q8,39557.888,0.0000,0.0000,1.0000
Q8,38263.987,0.0000,0.0000,1.0000
Q8,39257.584,0.0000,0.0000,1.0000
Q9,106532.069,0.0000,0.0000,1.0000
Q9,106245.597,0.0000,0.0000,1.0000
Q9,102696.750,0.0000,0.0000,1.0000
Q9,112368.517,0.0000,0.0000,1.0000
Q9,109085.167,0.0000,0.0000,1.0000
Q9,104953.338,0.0000,0.0000,1.0000
Q9,104633.361,0.0000,0.0000,1.0000
Q9,99991.299,0.0000,0.0000,1.0000
Q9,101231.047,0.0000,0.0000,1.0000
Q9,97066.922,0.0000,0.0000,1.0000
Q10,9928.140,0.0000,0.0000,1.0000
Q10,9623.923,0.0000,0.0000,1.0000
Q10,6861.920,0.0000,0.0000,1.0000
Q10,10493.947,0.0000,0.0000,1.0000
Q10,9342.136,0.0000,0.0000,1.0000
Q10,9134.209,0.0000,0.0000,1.0000
Q10,9879.825,0.0000,0.0000,1.0000
Q10,8113.168,0.0000,0.0000,1.0000
Q10,10111.938,0.0000,0.0000,1.0000
Q10,10248.072,0.0000,0.0000,1.0000
Q11,529.936,0.1622,0.0000,0.8378
Q11,375.956,0.0566,0.0000,0.9434
Q11,561.593,0.0981,0.0000,0.9019
Q11,419.804,0.0627,0.0000,0.9373
Q11,491.483,0.0608,0.0000,0.9392
Q11,443.676,0.0635,0.0000,0.9365
Q11,424.121,0.0688,0.0000,0.9312
Q11,454.757,0.1089,0.0000,0.8911
Q11,407.619,0.0706,0.0000,0.9294
Q11,341.515,0.0818,0.0000,0.9182
Q12,594.076,0.4612,0.0000,0.5388
Q12,703.077,0.1587,0.0000,0.8413
Q12,1131.017,0.1220,0.0000,0.8780
Q12,1604.267,0.0726,0.0000,0.9274
Q12,1547.348,0.0783,0.0000,0.9217
Q12,507.441,0.2265,0.0000,0.7735
Q12,358.517,0.3530,0.0000,0.6470
Q12,351.532,0.3021,0.0000,0.6979
Q12,376.049,0.3070,0.0000,0.6930
Q12,386.483,0.3030,0.0000,0.6970
Q13,752.141,0.7743,0.0000,0.2257
Q13,752.873,0.7044,0.0000,0.2956
Q13,794.971,0.6933,0.0000,0.3067
Q13,852.653,0.6909,0.0000,0.3091
Q13,773.976,0.7374,0.0000,0.2626
Q13,866.378,0.6064,0.0000,0.3936
Q13,835.195,0.6098,0.0000,0.3902
Q13,927.228,0.5720,0.0000,0.4280
Q13,2182.093,0.2354,0.0000,0.7646
Q13,1590.204,0.3266,0.0000,0.6734
Q14,5989.867,0.0000,0.0000,1.0000
Q14,6923.219,0.0000,0.0000,1.0000
Q14,6842.410,0.0000,0.0000,1.0000
Q14,5430.038,0.0000,0.0000,1.0000
Q14,8372.911,0.0000,0.0000,1.0000
Q14,5291.724,0.0000,0.0000,1.0000
Q14,8923.892,0.0000,0.0000,1.0000
Q14,5888.272,0.0000,0.0000,1.0000
Q14,8808.411,0.0000,0.0000,1.0000
Q14,5145.994,0.0000,0.0000,1.0000
Q15,7165.172,0.0155,0.0000,0.9845
Q15,4035.425,0.0216,0.0000,0.9784
Q15,4288.379,0.0189,0.0000,0.9811
Q15,5750.160,0.0265,0.0000,0.9735
Q15,3873.123,0.0292,0.0000,0.9708
Q15,6955.815,0.0125,0.0000,0.9875
Q15,4136.624,0.0229,0.0000,0.9771
Q15,3815.985,0.0282,0.0000,0.9718
Q15,6726.882,0.0145,0.0000,0.9855
Q15,4200.262,0.0247,0.0000,0.9753
Q16,4498.672,0.0320,0.0000,0.9680
Q16,3387.271,0.0212,0.0000,0.9788
Q16,3549.381,0.0279,0.0000,0.9721
Q16,5642.946,0.0181,0.0000,0.9819
Q16,3207.081,0.0340,0.0000,0.9660
Q16,3782.341,0.0340,0.0000,0.9660
Q16,3426.011,0.0373,0.0000,0.9627
Q16,5927.243,0.0150,0.0000,0.9850
Q16,3620.060,0.0401,0.0000,0.9599
Q16,3511.235,0.0196,0.0000,0.9804
Q17,545.700,0.0275,0.0000,0.9725
Q17,1509.876,0.0019,0.0000,0.9981
Q17,1972.042,0.0009,0.0000,0.9991
Q17,1019.873,0.0027,0.0000,0.9973
Q17,723.126,0.0019,0.0000,0.9981
Q17,339.443,0.0086,0.0000,0.9914
Q17,234.170,0.0147,0.0000,0.9853
Q17,233.933,0.0136,0.0000,0.9864
Q17,260.084,0.0267,0.0000,0.9733
Q17,232.576,0.0249,0.0000,0.9751
Q18,735.378,0.6377,0.0000,0.3623
Q18,722.339,0.6387,0.0000,0.3613
Q18,751.665,0.5808,0.0000,0.4192
Q18,739.558,0.6011,0.0000,0.3989
Q18,742.877,0.5886,0.0000,0.4114
Q18,730.804,0.6566,0.0000,0.3434
Q18,733.699,0.4684,0.0000,0.5316
Q18,780.011,0.5831,0.0000,0.4169
Q18,1213.996,0.3738,0.0000,0.6262
Q18,1599.333,0.2826,0.0000,0.7174
Q19,8525.337,0.0000,0.0000,1.0000
Q19,9910.743,0.0000,0.0000,1.0000
Q19,7219.751,0.0000,0.0000,1.0000
Q19,10140.023,0.0000,0.0000,1.0000
Q19,9147.228,0.0000,0.0000,1.0000
Q19,7853.723,0.0000,0.0000,1.0000
Q19,10042.488,0.0000,0.0000,1.0000
Q19,7102.620,0.0000,0.0000,1.0000
Q19,10430.526,0.0000,0.0000,1.0000
Q19,10471.312,0.0000,0.0000,1.0000
Q20,775.355,0.0206,0.0000,0.9794
Q20,549.683,0.0115,0.0000,0.9885
Q20,639.264,0.0447,0.0000,0.9553
Q20,448.567,0.0600,0.0000,0.9400
Q20,458.563,0.0614,0.0000,0.9386
Q20,597.068,0.0454,0.0000,0.9546
Q20,504.234,0.0570,0.0000,0.9430
Q20,567.755,0.0484,0.0000,0.9516
Q20,459.738,0.0603,0.0000,0.9397
Q20,460.941,0.0683,0.0000,0.9317
Q21,1170.295,0.7485,0.0000,0.2515
Q21,1652.609,0.5246,0.0000,0.4754
Q21,1810.981,0.4848,0.0000,0.5152
Q21,1753.619,0.5003,0.0000,0.4997
Q21,1112.542,0.7599,0.0000,0.2401
Q21,1167.764,0.7310,0.0000,0.2690
Q21,1275.978,0.6620,0.0000,0.3380
Q21,1314.771,0.6566,0.0000,0.3434
Q21,1298.853,0.6504,0.0000,0.3496
Q21,1163.062,0.8067,0.0000,0.1933
Q22,854.610,0.2107,0.0000,0.7893
Q22,3261.913,0.0643,0.0000,0.9357
Q22,1231.067,0.0691,0.0000,0.9309
Q22,504.799,0.1544,0.0000,0.8456
Q22,494.386,0.1324,0.0000,0.8676
Q22,620.680,0.2825,0.0000,0.7175
Q22,888.360,0.2098,0.0000,0.7902
Q22,632.450,0.3287,0.0000,0.6713
Q22,637.607,0.3022,0.0000,0.6978
Q22,543.207,0.2803,0.0000,0.7197
