Tiempo	a9	a10	a11	a12
7	749.4247106307465	1394.9216965479777	693.3162225611043	612.4706789165549
22	804.1423248813675	1318429.2464143778	321364.40964711166	50059.915161410645
37	875.8316197494138	1243352.7958897622	306398.4085888128	50487.19360149836
52	812.1642048014328	1172594.1753299832	304101.0980902969	50187.759519175444
67	1150.9483402026258	1094525.7541785997	306142.2536062829	50906.95235221507
83	335.28375638879834	74587.56036127292	322998.3862360392	49454.9201594208
98	471.26676210124515	135.00650387406347	305218.10456979973	50614.008622893416
113	289.9347575132176	0.0	307949.91489335994	48652.38588961243
128	380.71064404517415	46.014399079154245	310006.4913346249	47629.21392998017
143	441.37283954620364	181.64427877746522	328441.19207970053	47730.36121537278
158	464.2349655623082	92.66566474827938	320167.1659027033	48291.96046561226
173	520.1758277566731	134.00428908352274	315450.41570535424	46473.45332942215
189	266.25083183459935	45.74121641248465	282758.65536835586	47630.830061302055
204	134.2696346177906	0.0	330670.8509699976	50306.496230247125
219	67.63988355383277	132.646990966592	10025.916981246173	46073.2523056888
234	155.20591947183013	221.02307890022638	152.83773405700921	47288.58474522441
249	136.09097852146252	99.0314666408673	158.33850354535505	46993.42504203346
264	138.43017279622146	96.36756810748018	374.35766273736954	46722.51221538858
280	271.33753915429116	88.77090744685381	75.77219406217337	46099.130497291684
295	0.0	44.48496365122497	232.87091099155134	44465.56409201761
310	134.22900545570067	88.84925381562672	210.7038666585088	41915.81811077045
325	196.22968947686255	264.61459546105004	300.9167458523251	44256.51085087851
340	67.07149401478469	43.41413855991326	74.32497466958594	43350.974327674376
355	142.0499471553415	135.5864691717457	224.08933807909023	42115.80851619691
370	204.01917927145956	45.43183970420621	74.72954404372722	127421.08751770176
386	69.37309463074897	134.45640429312363	152.79565374350176	380032.5515494495
401	464.40782269433146	132.65956963822248	371.28245010972023	342010.85545447166
416	149.599152668342	88.71666011512279	76.60843388964888	315119.7276800348
431	28305.742814923142	43.92562974792905	151.15749873269348	224.64867402240634
446	29123.66601717177	137.01545344856567	299.0729943408631	42.6995038508391
461	31499.623917474666	44.23384798746556	148.65351036787033	42.52428490314167
476	35131.84904404594	88.2580184333492	148.69950494659133	171.3008515402302
492	44174.89117450528	132.69861456063578	148.50839344402775	135.13605483803897
507	38856.906202962404	133.89621668692678	148.5687874359358	99.40488682754338
522	25485.35053677763	87.32144151379354	222.54027148534544	102.16854294372723
537	19319.844879951328	46.604627373623664	75.01579012162053	87.11004527935758
552	22851.457303233856	133.23300191346556	222.82833937481044	87.34252231188118
567	34930.70439591757	44.53709121167194	225.70606967361647	88.19285981847905
583	38659.928791895974	90.21738880732097	151.41337427205406	129.40120138545055
598	47444.25578616626	88.63491995472461	224.1001748495875	86.99788921475411
613	33861.56927840606	89.49169765211641	75.33064381396863	86.13384522275068
628	34403.7080467295	135.23216573587618	153.0825858818274	86.60424890932627
643	37370.99897262355	175.7162951966375	149.24835371151568	100.75107710947283
658	36531.16936810008	0.0	75.18778136596083	149.4234874999523
674	38193.34091458859	88.83455315977335	152.42476725583896	86.03601150013506
689	34850.04764954292	232.74681486727204	303.97597677722575	85.15992789038457
704	30259.416373420754	0.0	151.2980072281603	129.2177580638509
719	33423.131686611465	180.60452558029442	149.0823244473338	129.53430803320373
734	32065.24793080982	90.35370899474248	147.5658008739166	149.70998932644727
749	35067.3893892685	133.69969484236557	222.5966329997778	63.59086437393911
765	36256.563070568256	87.87384614906274	148.41162120326422	130.9030248720199
780	45038.57748135228	88.6090929684043	149.2768554827571	134.59714186380154
795	27965.13187195532	0.0	369.1947562207468	0.0
810	31013.589362640414	132.09721607581247	148.35709433801472	143.29179937463255
825	44731.88635932677	46.389185833097436	148.79389258005656	0.0
840	35563.478714021665	132.2576494354522	223.11559031249956	188.34308846073225
855	46296.82846985459	53.83939446095377	79.33947147779166	43.349011685177686
871	31910.45448758155	134.77322692964225	375.53105370977426	129.03767010526266
886	29851.161774991982	174.87366011280565	0.0	131.58468128424605
901	33605.42873991547	43.80337942258455	224.68361639320852	128.06606693505776
916	33571.34991707733	133.4101230867952	148.42146343502216	87.08801248937846
931	13881.241069636344	132.2925321174413	225.23981305137275	92.62747653810307
946	9349.140383078602	176.02556940777228	148.75053371635266	102.99165866800584
962	10407.674578251885	45.826865586326456	297.0458000312187	140.43755296150223
977	10126.677979635946	44.84487366088666	74.70373431801796	88.28911239266395
992	19512.61310123578	177.20297171493993	149.948301628232	43.371496635768565
1007	28276.190987003964	88.45007027766667	296.75241507003085	177.17071180505678
1022	33403.621908361136	87.4052047098428	148.83427985446528	44.37575197109021
1037	35215.69318585854	89.08582970238291	295.6174331924133	132.2596943613142
1052	19094.731773557996	43.23692253157496	220.9994554207474	85.27698736959137
1068	33270.438731646536	86.31268336236477	148.08815604471602	129.8690309777856
1083	34554.91846477449	133.4052856794186	0.0	210.55800751447677
1098	32864.00380608969	88.25323826545849	223.52826548833866	51.892668871362694
1113	30557.569790517686	174.44025289015843	148.43843679812736	89.2454995380342
1128	38465.09685634543	43.6198292176798	223.7808333395468	133.22698674337474
1143	163770.41118857384	15889.685038449057	13686.01175421834	42.8089387640357
1159	681.3209874921711	5225.844547397666	2672.7425966321675	579.0116777810455
1174	779.0728104753653	1005149.9146342746	225.7743885634979	41898.962551101744
1189	917.792942859605	969598.1917099057	154.21043948829174	41653.26555104647
1204	980.6544218052179	970733.6320455751	151.37272766530515	168085.97510525296
1219	716.5623197305947	86664.79666718558	152.59403543531894	350722.7861703031
1234	274.3059193697758	0.0	74.36483400985598	380104.99875658157
1249	273.55673693217335	132.36191914065273	149.27063622336834	96420.89896567179
1265	371.33049480726476	176.5592568476498	73.59548381515779	316238.9037826328
1280	413.9946600850858	132.32849838503637	376.5235263934359	330276.1009913826
1295	414.3263789860904	88.32591895032674	150.08480782303027	337880.374367745
1310	2024.6438963371515	133.58546020690352	0.0	351040.2816703581
1325	34810.83881046469	44.67885540741496	227.88777860466857	150521.24383423413
1340	35937.37952879396	136.44113481920678	149.60518548987807	0.0
1355	41447.817876658555	86.87508091673254	222.1254368046764	85.6128211069014
1371	35749.354861377775	87.51003384441137	149.55789096359163	173.26404382912443
1386	37981.10254367459	44.89760405793786	297.94961702685805	45.64949168935418
1401	34162.9540605931	87.84219258412719	74.35353328073397	49.96643498503603
1416	32994.12957522185	176.713738268055	297.0633594895899	149.81513167517727
1431	37762.8224980458	86.76154014862142	223.84103345358744	86.04157044617459
1446	38371.13177379472	48.76265940320212	79.3871687671449	0.0
1461	34755.71353730589	88.35874998088926	224.13694041207432	128.74846904617732
1477	33445.605009329964	43.74779028370976	148.6842692153249	170.5744836253673
1492	35638.71945268363	88.06982038021087	150.88279256105423	126.86629026465118
1507	27950.79696925886	88.26924626955763	223.552013802398	89.66533499583602
1522	17273.246909578374	179.56980131836607	151.05835297376848	49.19604276417755
1537	33427.58107050925	0.0	148.38579120635987	98.86976881734095
1552	31849.5853953962	132.12404962789267	224.19570334242192	85.58626112569124
1568	34635.961312896456	132.81105139462744	148.0250115757156	130.34048575535417
1583	47313.3252714175	179.046902273912	224.44997303254905	42.954922620230356
1598	35663.15176303079	85.85095133299939	0.0	85.49814431637526
1613	32561.103057985456	130.51325800493362	373.2680251651676	127.9644398188591
1628	35178.31928901691	43.73458978234325	147.33778089509346	214.41220740401184
1643	34600.37033771426	89.0490810471587	224.59436744681094	85.18937298090196
1658	36169.153365230224	87.88093803853728	298.46001425385475	85.93195708215237
1674	40978.363280322286	87.68305031371303	74.6666265006084	98.68716321674175
1689	33307.43714899739	86.75443822413683	221.758316410454	148.3937799412245
1704	18960.038489856106	134.2080295734387	75.11679068229627	0.0
1719	22822.508168316348	44.09184025868773	224.66182282009163	128.86977008369286
1734	28589.786657898912	132.29401290938256	150.15258976669983	42.58584873818793
1749	6535.60405821302	44.52757299387362	150.1705139712058	86.03402299780399
1765	9770.068337275423	191.28762766635046	382.1011855173856	129.50066842187664
1780	14470.463091410362	46.22761604774278	74.81427230939269	127.408470997978
