Tiempo	a9	a10	a11	a12
4	131.0452174410224	132.31821590736507	0.0	92.01479319557548
19	1631.8550667395257	1534.5129635719768	892.5503715210082	1299.869400834404
34	622501.0227879981	1023760.1920968099	236651.63486170655	583645.0502717255
49	607490.9491246898	1071530.7661928376	236284.82809251914	575991.6582177193
64	621645.0812021749	1123797.1562577926	223265.97720780232	406538.0639403806
80	605981.2880725041	923710.1659728055	140175.53222896284	81933.81034937184
95	420645.757734604	579767.0356932965	168196.7435586915	300188.76307492505
110	271542.93373687624	999965.0423682315	183023.27983071373	554445.337266626
125	113130.62844748967	975365.6832207846	191017.13349300515	453683.7828408632
140	146105.12928089546	668396.2699292174	198096.10662665952	51168.93977678241
155	236153.85334699575	584423.5105139198	131163.33392811436	32998.84231396884
171	173141.00752526664	645488.9982987309	222123.1661665197	32365.702257763736
186	184027.39382792168	728914.2444279549	215155.6691516925	12968.498997756687
201	162742.7028874289	1030.980302213817	232620.61827496247	11899.407721538653
216	65771.57355865219	45.58823459059931	206374.70020967477	13250.864384762923
231	213641.6181803989	130.2162017750088	7300.702963131025	38745.781900375056
246	169154.56888112338	132.70073514865246	2129.0475145955106	37307.106256631865
262	133906.71805209137	43.185964314336886	77742.5462915525	38856.96974382958
277	319194.4467275163	176.07983051134272	213963.10517196104	34116.10761719972
292	40646.46170075355	135.3380275699636	215355.9490506351	37358.2572199559
307	124956.91136446706	136.79357079895678	213026.88591941525	24752.23040202785
322	39918.93324982506	47.01890162839554	65984.70274284927	13991.208131157793
337	180734.95671648145	101.99266542870551	70212.35663939327	12458.067388860845
352	385243.07332438626	207.0385823715292	201307.24884939287	14154.073509564021
368	51214.80434292555	47.077434149249456	148942.29449073249	13082.504822406832
383	111805.34374414622	90.28788918823935	130686.1512678327	32098.01800399361
398	92989.11034944312	86.8214725924097	149530.89585580284	94851.4058117519
413	0.0	88.48627424960024	229749.76440403544	39696.74680252619
428	138.52908151941375	90.45247790534049	219899.66001023995	13016.804841670693
443	78.4572615507571	133.13688053560907	74207.95360088647	19751.3391069147
458	81.82231411415152	147.8264738668548	103265.82230730577	373199.86218861165
474	416.010039671436	91.68290232032537	248870.71848171888	94066.69851033634
489	485.5297866472229	104.01779217805714	244659.50881730535	270390.31452067645
504	688.6330236053327	102.68019412321038	190569.80255669166	320307.30008345057
519	329.02217515848577	44.373934788214974	130452.09286879456	268618.95372506086
534	0.0	88.00122367144563	354791.3416117675	261822.10177867068
549	137.25691263005137	44.399119981103574	325953.41291530256	171515.44556453804
564	67.75372903808952	130.24409351572393	346749.6790705946	37976.88546675428
580	148.36134194850922	43.5223084307462	339050.6736459539	178211.88926716548
595	70.24960976723581	177.62515933629126	312995.7739216645	314920.3037907111
610	206.82262909412384	88.41946023963392	267177.5425874563	61259.09358572504
625	556.7257650393248	175.00251356391237	305870.75361833285	43.51283812760376
640	2035.3393554602378	5581.174821307883	2417.416959537864	1420.76355990842
655	692167.3813426577	1860848.711026679	387155.6788965644	653574.9104614011
670	553917.8002652627	1046196.9074157857	342256.60602213733	503656.66562724306
686	547173.1576974974	812500.2308270237	319689.154928948	470945.9086283101
701	462634.2339053162	709646.7966772391	292991.00345281186	462285.9875457969
717	479430.3622085622	1016990.8588298671	265134.00838748424	482339.09891011915
732	213308.116640238	671593.1126947677	256462.21178839763	443497.34667072445
747	48601.12363257258	618092.0617189596	245583.3589240492	109306.28797074586
762	164467.5933230031	632384.3612732454	228314.65021714594	35264.74211233406
777	74276.71856015726	648209.4512506172	151204.26727216845	34890.72982633137
792	225081.93192503654	28850.953814633933	229239.8701368387	37495.445239267625
808	137859.22945319652	160.78687312577853	233360.16952890146	81159.4692916796
823	16402.892297466977	45.92606312610209	217309.31700059594	403340.2055988405
838	16353.180154341457	177.63615248685701	222830.1472410959	399389.3418957556
854	14220.822027363258	88.93692631225102	237103.83121654857	369706.94795473665
869	28267.647179458287	131.626495179981	193887.70417747018	220154.06538504196
884	16710.22268921826	132.07053606898057	86644.86585395139	65396.2589605819
899	18693.500313594006	134.90030426498038	104509.21156951912	230915.0752855225
914	28240.428400177305	133.9209817430377	439804.07025113347	124122.57936144661
929	61368.595230172454	88.31168311715126	297894.46289175	274947.5524344023
944	98887.97211285125	88.18498191464693	311505.22055671783	274093.9296155027
960	21644.89774921518	89.31524749957025	383472.2978988019	131647.52214882858
975	17677.757874443014	45.81596381531563	381750.0524068652	166843.4324364012
990	24302.172883819418	135.10687520386185	285273.53752558504	75305.96232456078
1005	50056.23414035073	88.51656283460558	344729.6479665842	232045.83051512472
1020	24043.6049396356	176.91045630102977	338460.93977643794	225523.34364406575
1035	22415.334786740597	90.60337550278753	333820.629511224	279.18353578230364
1050	177645.0087570122	130.77626030093057	320263.40838793066	191.205737508405
1066	445717.04545630614	47.68085617155768	313177.32931155554	85.709392754063
1081	315297.19458901515	90.76071424087509	307259.4674179904	130.16839100397192
1096	275868.2341222939	98.23853164119646	78538.448521368	42.86653900702018
1113	262170.20456990064	98.66684652999975	148.8252820059657	43.03457310309168
1129	283547.2674321766	153.4943019591272	272.2059783944115	42.96409341837745
1144	1473.4989168843626	4846.837398688216	1179.3101710714213	2352.2730935294276
1160	816959.2526761782	2853072.735934363	410091.8847956024	548067.9512161914
1175	476837.978660164	1088972.1343839413	315423.07429093943	523354.6491144666
1190	467105.37824652233	986991.8694378261	172716.55805035913	480245.23084183293
1205	553953.5556261498	677205.3574940005	306342.12027445954	481352.1433425272
1221	535036.4991124464	1116157.4107430768	223578.01645333017	460525.52694714465
1236	350813.7926931828	701781.9417424777	22394.423283429147	522177.63375509466
1251	84395.26507830463	625751.1036228961	65572.99365053997	120431.74281828178
1266	362343.65493892157	657229.2057967593	266211.08872474666	36509.813408613205
1281	54092.30591469339	62864.279525075704	214013.15407494118	34537.48958850463
1297	62395.258893563776	90.09472358034924	22109.889335093314	33657.761990600986
1312	401990.44596582657	179.25543939283116	1118.8843335834147	34062.92219820784
1327	215163.02351673337	134.51311133354903	1118.8843335834147	35710.21751059201
1342	230214.22288540978	132.42473242498934	1512.4465489783886	37779.82867952596
1357	159954.0309590898	43.84010763934348	1817.1718498524376	259597.0829204055
1372	240807.54875966528	132.41323587977328	1063.4149474427104	107277.68072768631
1387	76753.76956675135	96.5413476874493	1968.1860646218433	85860.3892072262
1403	277155.023525998	101.81471304439009	1847.3800979902087	396334.30564965704
1418	42423.97108454744	99.65236717072315	2029.754204976037	299678.1120008547
1433	75151.87774635985	178.34571751143784	8871.75637218062	107160.51472744375
1448	271757.8984375298	180.1116351017356	1273.2342634105823	315471.1891274066
1463	41872.43691487491	0.0	2096.430159598869	286421.23051188205
1478	37610.5489050659	131.16024758588523	971.7352068298682	232641.85226377414
1494	299133.41874550574	176.3691023427993	1502.8996975096268	243659.78993618904
1509	256000.96398827457	0.0	1663.3192814327035	232283.83031201287
1524	767.171407802701	87.17836749021895	1206.9828733057718	237930.45693782193
1539	231.9328114616871	0.0	1787.8182601103697	167934.05140461802
1554	0.0	44.01878922730684	1737.3377494625006	4660.689553287858
1569	211.98692187717182	134.25050415448845	37844.338133843994	178.89550165772437
1584	70.48684854896274	45.13427768744063	22058.64888578679	92.57001494020224
1600	0.0	88.48654588893987	4376.977032971384	219.10862935679035
1615	75.73689346387982	178.3410332545638	1303.413622954339	87.16454096023925
1630	74.90991463704034	89.500002547279	1241.1071542682591	87.80098942816258
1645	74.86877239704133	88.35410522073508	22258.2632538839	43.49044177299831
1660	0.0	0.0	1831.2650567195374	199.5691920922324
1675	140.57414342410863	184.62357096612453	1604.970995891355	220.5763058231678
1690	211.56633264631034	105.08372547246516	19812.608753435616	92.35106498144567
1706	0.0	205.06744815140962	16486.314200397115	86.06878597261384
1721	80.33049208738841	44.130746534466745	134559.1951184261	43.56602753028274
1736	141.42966688726096	87.34052366698161	205909.07911013474	135.25529513449408
1751	139.04793145322242	132.0958801205596	105255.25898356624	46.160343453479
1766	69.94781793619507	132.315359287709	209876.03644073644	132.79251336169895
1781	75.01429662179201	43.46829438185319	144206.5209156742	135.47211042070762
1796	142.4509855930321	131.58414302523246	209933.16648077554	0.0
1812	0.0	132.68641937971114	30050.33220593497	271.13550069943074
1827	138.54372223637066	88.27845341206529	5997.4957626132245	86.5206850275956
1842	74.38960384124424	218.0585725018289	6494.612963334865	49.61821926474571
1857	71.51033910814208	0.0	4492.365725164646	86.81829856468364
1872	70.61044307806995	133.4570711088879	1174.6912925168128	99.14503300189972
1887	139.36224565119483	132.65149321774487	2337.680562732462	173.63842743230984
1902	74.71214714219794	87.98666053052992	1302.2903691185547	92.72321967631578
1918	74.7148722705245	87.7572960600257	1400.8971802476794	43.58892983249389
1933	76.76051250598859	132.308073839508	1374.5226495546524	149.0615045883693
1948	69.63153721641748	139.83127874756232	431.2378386501223	146.95030512367373
1963	152.12008193484508	90.43521150119602	878.0440414415672	44.2922200087877
1978	72.77196394628379	100.07294408004731	889.4787264823914	134.0330574408872
1993	71.82025727895554	206.74224986303597	420.28667140363245	89.11938267892226
2008	0.0	45.677786826738156	887.2224196644129	46.29223906625994
2024	289.3501353560947	133.31699263815767	727.1325363158529	128.69066760905554
2039	71.64369017691817	0.0	715.8405702143116	49.56238893806935
2054	139.65958010416477	181.99776920292527	1052.5496280938387	137.31702406682075
2069	67.0827612696588	43.84713938725181	1699.4021579828113	91.67693193399347
2084	74.26719600006938	134.61235893219708	1682.3581451296802	187.5474069104716
2099	71.69295665502548	184.4308474829793	331.093465197552	45.25252904701978
2114	0.0	91.05786238437518	33643.23989920244	97.1467429890763
2130	133.95381564151495	88.29568329129368	58390.20743876248	221.6465550138848
2145	74.87112470540218	87.94919735427014	1061.9715555617586	89.79633557280526
2160	0.0	45.94623275261838	1885.3271837126554	44.791477685007266
2175	133.60771750723012	90.90354612663388	911.6650099400431	139.05546330071053
2190	140.02835635687225	131.43940157394388	2447.451183994561	171.58251305840446
2205	0.0	131.51209017598072	1608.6208136701864	88.89971344858408
2220	0.0	131.96331595871595	4146.484841188956	47.92757315583993
2236	76.36279500652104	0.0	4209.736695571393	188.06200318995863
2251	74.37837050959934	90.35214344291948	1216.143361183293	0.0
2266	222.94195185473654	96.40738544344902	931.029353478877	135.79131681472063
2281	0.0	152.16051138476	1826.3474355826997	89.37814352668822
2296	0.0	104.41818150760606	88784.88036191167	45.923227902539075
2311	67.74774591911584	95.32888863712549	44884.8187089406	180.78261462589725
2326	166.20212834196164	46.542255274546335	798.9867385920603	92.45511122569442
2342	144.8554724672623	177.27909512948244	637.2500987013055	43.59318574613426
2357	67.55685261054896	88.85979794822633	468.640531541314	184.18026226757095
2372	200.23703896431715	92.22980703562499	316.4373691597767	47.539103173222394
2387	72.9605562619865	0.0	471.79189849667245	139.1625108729489
2402	0.0	184.3627668489702	47095.78216700995	0.0
2417	0.0	133.56718702695798	213849.49990990848	131.45098521722016
2432	144.22457004062832	93.29472373278811	143864.90865624527	89.20762581977061
