Consulta	Iteracion	Tiempo	Manager	Worker1	Worker2
1	1	87496.686	4115752.981121764	23735267.463938758	25812060.300709847
1	2	57514.583	4067534.954564691	23457197.384863343	25509659.594258036
1	3	58113.141	3991763.7699750043	23020230.117744837	25034458.48411947
1	4	56362.823	3740341.2029274083	21570293.276851606	23457654.800477877
1	5	44373.588	3926325.019647548	22642849.29614249	24624057.52536344
1	6	49238.391	3833333.111287478	22106571.286497045	24040856.16292066
1	7	52621.536	3881551.1378445514	22384641.36557246	24343256.869372472
1	8	48926.150	3819556.5322711715	22027122.6924755	23954455.961077284
1	9	52544.146	3922880.874893471	22622987.147637103	24602457.474902596
1	10	49251.634	3764450.216205945	21709328.31638931	23608855.153703786
1	11	47474.983	3998652.059483158	23059954.41475561	25077658.58504116
1	12	56353.010	3919436.7301393948	22603124.999131713	24580857.424441755
1	13	46752.564	3988319.625220928	23000367.96923945	25012858.43365863
1	14	50773.362	3823000.677025248	22046984.840980887	23976056.01153813
1	15	49107.798	3909104.2958771647	22543538.553615555	24516057.273059223
1	16	49013.342	4119197.125875841	23755129.612444144	25833660.351170693
1	17	47746.311	3909104.2958771647	22543538.553615555	24516057.273059223
1	18	55543.965	3957322.3224342377	22821608.63269097	24818457.979511034
1	19	51144.306	3836777.2560415547	22126433.435002435	24062456.213381503
1	20	48922.560	3905660.151123088	22523676.40511017	24494457.222598378
1	21	47842.721	3946989.8881720076	22762022.18717481	24753657.828128505
1	22	49103.644	3991763.7699750043	23020230.117744837	25034458.48411947
1	23	53274.579	3971098.9014505446	22901057.226712517	24904858.18135441
1	24	52971.626	3926325.019647548	22642849.29614249	24624057.52536344
1	25	48790.839	3960766.4671883145	22841470.781196356	24840058.02997188
1	26	47932.750	3909104.2958771647	22543538.553615555	24516057.273059223
1	27	52027.750	3964210.611942391	22861332.92970174	24861658.080432724
1	28	52578.007	3943545.7434179313	22742160.038669422	24732057.77766766
1	29	57429.734	3857442.124566015	22245606.326034755	24192056.516146567
1	30	64328.666	3919436.7301393948	22603124.999131713	24580857.424441755
2	1	4031.608	4115752.981121764	23735267.463938758	25812060.300709847
2	2	2885.454	4067534.954564691	23457197.384863343	25509659.594258036
2	3	2959.155	3991763.7699750043	23020230.117744837	25034458.48411947
2	4	2957.372	3740341.2029274083	21570293.276851606	23457654.800477877
2	5	2967.713	3926325.019647548	22642849.29614249	24624057.52536344
2	6	2934.067	3833333.111287478	22106571.286497045	24040856.16292066
2	7	2995.088	3881551.1378445514	22384641.36557246	24343256.869372472
2	8	2957.314	3819556.5322711715	22027122.6924755	23954455.961077284
2	9	2976.335	3922880.874893471	22622987.147637103	24602457.474902596
2	10	2962.808	3764450.216205945	21709328.31638931	23608855.153703786
2	11	2977.892	3998652.059483158	23059954.41475561	25077658.58504116
2	12	2917.783	3919436.7301393948	22603124.999131713	24580857.424441755
2	13	2933.346	3988319.625220928	23000367.96923945	25012858.43365863
2	14	2932.162	3823000.677025248	22046984.840980887	23976056.01153813
2	15	2922.676	3909104.2958771647	22543538.553615555	24516057.273059223
2	16	2956.931	4119197.125875841	23755129.612444144	25833660.351170693
2	17	2929.196	3909104.2958771647	22543538.553615555	24516057.273059223
2	18	3019.794	3957322.3224342377	22821608.63269097	24818457.979511034
2	19	2992.454	3836777.2560415547	22126433.435002435	24062456.213381503
2	20	2955.932	3905660.151123088	22523676.40511017	24494457.222598378
2	21	2953.479	3946989.8881720076	22762022.18717481	24753657.828128505
2	22	3005.000	3991763.7699750043	23020230.117744837	25034458.48411947
2	23	2973.216	3971098.9014505446	22901057.226712517	24904858.18135441
2	24	2933.764	3926325.019647548	22642849.29614249	24624057.52536344
2	25	2915.692	3960766.4671883145	22841470.781196356	24840058.02997188
