Consulta	Iteracion	Manager	Worker1	Worker2	Worker3
9	15	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	16	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	17	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	18	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	19	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	20	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	21	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	22	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	23	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	24	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	25	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	26	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	27	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	28	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	29	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
9	30	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	1	7644869.164166955	56522904.40774102	27151299.264754634	33519559.610601082
10	2	7543028.100701135	55769934.988455	26789603.448616702	33073029.065166786
10	3	7332556.56953844	54213798.18859723	26042098.761931647	32150199.27126924
10	4	8021681.098990491	59308891.259099275	28489573.784464974	35171722.62870798
10	5	8435834.757084826	62370966.89752907	29960470.103425886	36987613.513474114
10	6	7549817.504932189	55820132.94974074	26813716.503025897	33102797.768195737
10	7	8011496.992643909	59233594.31717067	28453404.20285118	35127069.574164554
10	8	7661842.674744592	56648399.31095535	27211581.90077762	33593981.368173465
10	9	8014891.694759436	59258693.29781354	28465460.730055775	35141953.92567903
10	10	7953787.056679944	58806911.64624193	28248443.24037302	34874035.59841845
10	11	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	12	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	13	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	14	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	15	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	16	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	17	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	18	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	19	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	20	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	21	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	22	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	23	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	24	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	25	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	26	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	27	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	28	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	29	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
10	30	3394.7021155269103	25098.980642869155	12056.527204598611	14884.351514476195
11	1	7644869.164166955	56522904.40774102	27151299.264754634	33519559.610601082
11	2	7543028.100701135	55769934.988455	26789603.448616702	33073029.065166786
11	3	7332556.56953844	54213798.18859723	26042098.761931647	32150199.27126924
11	4	8021681.098990491	59308891.259099275	28489573.784464974	35171722.62870798
11	5	8435834.757084826	62370966.89752907	29960470.103425886	36987613.513474114
11	6	7549817.504932189	55820132.94974074	26813716.503025897	33102797.768195737
11	7	8011496.992643909	59233594.31717067	28453404.20285118	35127069.574164554
11	8	7661842.674744592	56648399.31095535	27211581.90077762	33593981.368173465
11	9	8014891.694759436	59258693.29781354	28465460.730055775	35141953.92567903
11	10	7953787.056679944	58806911.64624193	28248443.24037302	34874035.59841845
