query,total_ms,prop_w1,prop_w2,prop_coord
Q1,3926.643,0.9420,0.0000,0.0580
Q1,4201.562,0.8686,0.0000,0.1314
Q1,4625.371,0.8204,0.0000,0.1796
Q1,4205.535,0.9121,0.0000,0.0879
Q1,4410.798,0.9013,0.0000,0.0987
Q1,4694.614,0.8720,0.0000,0.1280
Q1,4617.222,0.8916,0.0000,0.1084
Q1,4557.237,0.8149,0.0000,0.1851
Q1,4674.904,0.8531,0.0000,0.1469
Q1,4786.140,0.8804,0.0000,0.1196
Q2,664.293,0.1055,0.0000,0.8945
Q2,1099.449,0.0351,0.0000,0.9649
Q2,383.283,0.0821,0.0000,0.9179
Q2,445.719,0.1760,0.0000,0.8240
Q2,391.379,0.0742,0.0000,0.9258
Q2,350.586,0.0786,0.0000,0.9214
Q2,679.999,0.0582,0.0000,0.9418
Q2,448.389,0.1793,0.0000,0.8207
Q2,390.078,0.0772,0.0000,0.9228
Q2,340.030,0.0857,0.0000,0.9143
Q3,8614.582,0.0000,0.0000,1.0000
Q3,5335.651,0.0000,0.0000,1.0000
Q3,8104.615,0.0000,0.0000,1.0000
Q3,4812.899,0.0000,0.0000,1.0000
Q3,8264.168,0.0000,0.0000,1.0000
Q3,5385.127,0.0000,0.0000,1.0000
Q3,6630.169,0.0000,0.0000,1.0000
Q3,7158.596,0.0000,0.0000,1.0000
Q3,5913.784,0.0000,0.0000,1.0000
Q3,7675.524,0.0000,0.0000,1.0000
Q4,569.270,0.1878,0.0000,0.8122
Q4,429.463,0.2356,0.0000,0.7644
Q4,354.542,0.3453,0.0000,0.6547
Q4,383.052,0.3922,0.0000,0.6078
Q4,339.297,0.3669,0.0000,0.6331
Q4,512.828,0.2706,0.0000,0.7294
Q4,300.244,0.3058,0.0000,0.6942
Q4,368.816,0.3585,0.0000,0.6415
Q4,386.636,0.3206,0.0000,0.6794
Q4,343.738,0.3657,0.0000,0.6343
Q5,9569.056,0.0000,0.0000,1.0000
Q5,6364.915,0.0000,0.0000,1.0000
Q5,8907.077,0.0000,0.0000,1.0000
Q5,6266.910,0.0000,0.0000,1.0000
Q5,9090.600,0.0000,0.0000,1.0000
Q5,8083.631,0.0000,0.0000,1.0000
Q5,7496.774,0.0000,0.0000,1.0000
