query,total_ms,prop_w1,prop_w2,prop_coord
Q8,165998.723,0.0000,0.0000,1.0000
Q8,137181.918,0.0000,0.0000,1.0000
Q8,146455.092,0.0000,0.0000,1.0000
Q8,146126.840,0.0000,0.0000,1.0000
Q8,147245.348,0.0000,0.0000,1.0000
Q9,434868.573,0.0000,0.0000,1.0000
Q9,420246.453,0.0000,0.0000,1.0000
Q9,427833.487,0.0000,0.0000,1.0000
Q9,462437.592,0.0000,0.0000,1.0000
Q9,425771.626,0.0000,0.0000,1.0000
Q9,431566.331,0.0000,0.0000,1.0000
Q9,415321.538,0.0000,0.0000,1.0000
Q9,408461.846,0.0000,0.0000,1.0000
Q9,386303.764,0.0000,0.0000,1.0000
Q9,401385.039,0.0000,0.0000,1.0000
Q10,21744.275,0.0000,0.0000,1.0000
Q10,18193.081,0.0000,0.0000,1.0000
Q10,23677.241,0.0000,0.0000,1.0000
Q10,20549.476,0.0000,0.0000,1.0000
Q10,24233.044,0.0000,0.0000,1.0000
Q10,19640.274,0.0000,0.0000,1.0000
Q10,23129.814,0.0000,0.0000,1.0000
Q10,18042.149,0.0000,0.0000,1.0000
Q10,19438.807,0.0000,0.0000,1.0000
Q10,21521.169,0.0000,0.0000,1.0000
Q11,921.873,0.1885,0.0000,0.8115
Q11,500.442,0.2054,0.0000,0.7946
Q11,515.158,0.2299,0.0000,0.7701
Q11,527.857,0.2377,0.0000,0.7623
Q11,674.369,0.2918,0.0000,0.7082
Q11,733.597,0.2429,0.0000,0.7571
Q11,549.026,0.2341,0.0000,0.7659
Q11,1020.828,0.2207,0.0000,0.7793
Q11,3233.580,0.0306,0.0000,0.9694
Q11,523.001,0.2146,0.0000,0.7854
Q12,2657.420,0.7783,0.0000,0.2217
Q12,888.384,0.6822,0.0000,0.3178
Q12,877.527,0.6995,0.0000,0.3005
Q12,937.400,0.6798,0.0000,0.3202
Q12,902.497,0.7137,0.0000,0.2863
Q12,988.306,0.6659,0.0000,0.3341
Q12,1542.468,0.4680,0.0000,0.5320
Q12,1534.855,0.4310,0.0000,0.5690
Q12,1873.064,0.3308,0.0000,0.6692
Q12,1280.145,0.5186,0.0000,0.4814
Q13,4032.120,0.8612,0.0000,0.1388
Q13,3483.951,0.7719,0.0000,0.2281
Q13,3721.454,0.7716,0.0000,0.2284
Q13,5449.169,0.5486,0.0000,0.4514
Q13,3470.917,0.7766,0.0000,0.2234
Q13,3582.491,0.8552,0.0000,0.1448
Q13,3604.554,0.7620,0.0000,0.2380
Q13,3829.012,0.7894,0.0000,0.2106
Q13,3476.863,0.8728,0.0000,0.1272
Q13,3905.891,0.7542,0.0000,0.2458
Q14,8941.681,0.0000,0.0000,1.0000
Q14,8039.108,0.0000,0.0000,1.0000
Q14,7103.270,0.0000,0.0000,1.0000
Q14,11292.623,0.0000,0.0000,1.0000
Q14,5832.501,0.0000,0.0000,1.0000
Q14,9264.153,0.0000,0.0000,1.0000
Q14,6370.272,0.0000,0.0000,1.0000
Q14,10909.259,0.0000,0.0000,1.0000
Q14,9646.001,0.0000,0.0000,1.0000
Q14,5850.061,0.0000,0.0000,1.0000
Q15,12557.298,0.0622,0.0000,0.9378
Q15,14181.046,0.0548,0.0000,0.9452
Q15,10117.499,0.0768,0.0000,0.9232
Q15,13735.100,0.0569,0.0000,0.9431
Q15,13108.083,0.0608,0.0000,0.9392
Q15,14855.391,0.0519,0.0000,0.9481
Q15,12540.459,0.0637,0.0000,0.9363
Q15,12776.938,0.0623,0.0000,0.9377
Q15,14105.357,0.0541,0.0000,0.9459
Q15,12417.446,0.0637,0.0000,0.9363
Q16,10067.370,0.1053,0.0000,0.8947
Q16,11273.017,0.0924,0.0000,0.9076
Q16,13439.359,0.0790,0.0000,0.9210
Q16,14249.538,0.0717,0.0000,0.9283
Q16,14898.154,0.0664,0.0000,0.9336
Q16,14610.832,0.0729,0.0000,0.9271
Q16,14510.856,0.0704,0.0000,0.9296
Q16,14775.260,0.0709,0.0000,0.9291
Q16,14594.171,0.0701,0.0000,0.9299
Q16,15123.512,0.0684,0.0000,0.9316
Q17,367.645,0.3027,0.0000,0.6973
Q17,293.512,0.0463,0.0000,0.9537
Q17,304.882,0.0645,0.0000,0.9355
Q17,285.653,0.0904,0.0000,0.9096
Q17,249.845,0.0652,0.0000,0.9348
Q17,285.893,0.0628,0.0000,0.9372
Q17,462.744,0.0306,0.0000,0.9694
Q17,545.444,0.0280,0.0000,0.9720
Q17,1821.893,0.0073,0.0000,0.9927
Q17,1925.630,0.0084,0.0000,0.9916
Q18,2395.562,0.8524,0.0000,0.1476
Q18,1303.629,0.6474,0.0000,0.3526
Q18,1510.429,0.6174,0.0000,0.3826
Q18,1261.815,0.7372,0.0000,0.2628
Q18,1294.186,0.7150,0.0000,0.2850
Q18,1584.307,0.5789,0.0000,0.4211
Q18,1898.984,0.4976,0.0000,0.5024
Q18,2766.581,0.3407,0.0000,0.6593
Q18,1692.651,0.5714,0.0000,0.4286
Q18,1438.621,0.6526,0.0000,0.3474
Q19,22102.301,0.0000,0.0000,1.0000
Q19,29521.617,0.0000,0.0000,1.0000
Q19,25735.495,0.0000,0.0000,1.0000
Q19,18420.511,0.0000,0.0000,1.0000
Q19,28825.534,0.0000,0.0000,1.0000
Q19,30944.987,0.0000,0.0000,1.0000
Q19,26018.769,0.0000,0.0000,1.0000
Q19,32855.555,0.0000,0.0000,1.0000
Q19,20246.479,0.0000,0.0000,1.0000
Q19,24273.887,0.0000,0.0000,1.0000
Q20,4297.583,0.0309,0.0000,0.9691
Q20,1439.136,0.0635,0.0000,0.9365
Q20,698.102,0.0821,0.0000,0.9179
Q20,819.336,0.1265,0.0000,0.8735
Q20,627.607,0.3196,0.0000,0.6804
Q20,718.526,0.1308,0.0000,0.8692
Q20,737.921,0.1109,0.0000,0.8891
Q20,601.257,0.3058,0.0000,0.6942
Q20,806.854,0.2292,0.0000,0.7708
Q20,2463.981,0.0349,0.0000,0.9651
Q21,12481.337,0.9859,0.0000,0.0141
Q21,19042.334,0.9869,0.0000,0.0131
Q21,12427.414,0.9845,0.0000,0.0155
Q21,19539.790,0.9930,0.0000,0.0070
Q21,12303.335,0.9844,0.0000,0.0156
Q21,12355.393,0.9875,0.0000,0.0125
Q21,12387.647,0.9799,0.0000,0.0201
Q21,12305.488,0.9812,0.0000,0.0188
Q21,12378.408,0.9909,0.0000,0.0091
Q21,15961.642,0.9868,0.0000,0.0132
Q22,3644.765,0.2328,0.0000,0.7672
Q22,2121.974,0.4133,0.0000,0.5867
Q22,1727.297,0.5501,0.0000,0.4499
Q22,1619.564,0.6634,0.0000,0.3366
Q22,1576.152,0.5269,0.0000,0.4731
Q22,1531.078,0.5195,0.0000,0.4805
Q22,4236.492,0.1645,0.0000,0.8355
Q22,1416.694,0.4976,0.0000,0.5024
Q22,2043.047,0.3752,0.0000,0.6248
Q22,1679.250,0.4497,0.0000,0.5503
