query,total_ms,prop_w1,prop_w2,prop_coord
Q1,3944.541,0.9314,0.0000,0.0686
Q1,4800.105,0.7881,0.0000,0.2119
Q1,4226.228,0.9132,0.0000,0.0868
Q1,4366.020,0.8824,0.0000,0.1176
Q1,4736.918,0.8542,0.0000,0.1458
Q1,4694.725,0.8627,0.0000,0.1373
Q1,4613.254,0.8824,0.0000,0.1176
Q1,4773.107,0.8282,0.0000,0.1718
Q1,4608.555,0.8846,0.0000,0.1154
Q1,4701.520,0.8828,0.0000,0.1172
Q2,3071.401,0.9356,0.0000,0.0644
Q2,2424.980,0.0727,0.0000,0.9273
Q2,1526.371,0.1216,0.0000,0.8784
Q2,930.775,0.2406,0.0000,0.7594
Q2,487.041,0.4212,0.0000,0.5788
Q2,476.943,0.2649,0.0000,0.7351
Q2,547.288,0.3454,0.0000,0.6546
Q2,518.400,0.3489,0.0000,0.6511
Q2,462.035,0.3786,0.0000,0.6214
Q2,464.970,0.2726,0.0000,0.7274
Q3,8539.167,0.0000,0.0000,1.0000
Q3,6700.595,0.0000,0.0000,1.0000
Q3,8254.451,0.0000,0.0000,1.0000
Q3,8927.001,0.0000,0.0000,1.0000
Q3,8987.852,0.0000,0.0000,1.0000
Q3,7336.222,0.0000,0.0000,1.0000
Q3,9098.307,0.0000,0.0000,1.0000
Q3,8985.528,0.0000,0.0000,1.0000
Q3,6866.470,0.0000,0.0000,1.0000
Q3,9144.194,0.0000,0.0000,1.0000
Q4,1630.099,0.5669,0.0000,0.4331
Q4,1175.238,0.7815,0.0000,0.2185
Q4,1268.948,0.6707,0.0000,0.3293
Q4,1406.447,0.6262,0.0000,0.3738
Q4,1327.366,0.6545,0.0000,0.3455
Q4,1318.106,0.5926,0.0000,0.4074
Q4,1309.152,0.7687,0.0000,0.2313
Q4,1937.823,0.5369,0.0000,0.4631
Q4,1777.785,0.5182,0.0000,0.4818
Q4,1533.915,0.5586,0.0000,0.4414
Q5,7228.983,0.0000,0.0000,1.0000
Q5,9618.580,0.0000,0.0000,1.0000
Q5,7390.156,0.0000,0.0000,1.0000
Q5,9362.996,0.0000,0.0000,1.0000
Q5,9701.540,0.0000,0.0000,1.0000
Q5,6712.807,0.0000,0.0000,1.0000
Q5,10155.436,0.0000,0.0000,1.0000
Q5,7477.069,0.0000,0.0000,1.0000
Q5,9542.327,0.0000,0.0000,1.0000
Q5,9673.646,0.0000,0.0000,1.0000
Q6,980.031,0.4687,0.0000,0.5313
Q6,707.443,0.6720,0.0000,0.3280
Q6,734.636,0.6609,0.0000,0.3391
Q6,726.019,0.6542,0.0000,0.3458
Q6,730.111,0.6498,0.0000,0.3502
Q6,814.976,0.5556,0.0000,0.4444
Q6,798.664,0.6001,0.0000,0.3999
Q6,961.833,0.4709,0.0000,0.5291
Q6,748.756,0.6161,0.0000,0.3839
Q6,762.253,0.5883,0.0000,0.4117
Q7,10249.848,0.0000,0.0000,1.0000
Q7,10883.838,0.0000,0.0000,1.0000
Q7,10081.285,0.0000,0.0000,1.0000
Q7,10069.123,0.0000,0.0000,1.0000
Q7,10104.244,0.0000,0.0000,1.0000
Q7,10334.201,0.0000,0.0000,1.0000
Q7,10394.740,0.0000,0.0000,1.0000
Q7,10446.505,0.0000,0.0000,1.0000
Q7,10836.229,0.0000,0.0000,1.0000
Q7,10611.279,0.0000,0.0000,1.0000
Q8,39444.476,0.0000,0.0000,1.0000
Q8,37204.466,0.0000,0.0000,1.0000
Q8,40354.172,0.0000,0.0000,1.0000
Q8,41517.629,0.0000,0.0000,1.0000
Q8,40670.500,0.0000,0.0000,1.0000
Q8,40265.926,0.0000,0.0000,1.0000
Q8,46068.966,0.0000,0.0000,1.0000
Q8,37515.343,0.0000,0.0000,1.0000
Q8,38313.021,0.0000,0.0000,1.0000
Q8,38566.332,0.0000,0.0000,1.0000
Q9,111822.266,0.0000,0.0000,1.0000
Q9,112857.586,0.0000,0.0000,1.0000
Q9,109081.736,0.0000,0.0000,1.0000
Q9,105963.905,0.0000,0.0000,1.0000
Q9,105778.921,0.0000,0.0000,1.0000
Q9,106110.999,0.0000,0.0000,1.0000
Q9,108642.866,0.0000,0.0000,1.0000
Q9,108737.726,0.0000,0.0000,1.0000
Q9,116398.687,0.0000,0.0000,1.0000
Q9,112685.827,0.0000,0.0000,1.0000
Q10,10889.475,0.0000,0.0000,1.0000
Q10,11137.294,0.0000,0.0000,1.0000
Q10,11500.973,0.0000,0.0000,1.0000
Q10,8309.498,0.0000,0.0000,1.0000
Q10,11040.528,0.0000,0.0000,1.0000
Q10,11950.248,0.0000,0.0000,1.0000
Q10,9592.115,0.0000,0.0000,1.0000
Q10,9839.949,0.0000,0.0000,1.0000
Q10,10752.695,0.0000,0.0000,1.0000
Q10,11767.678,0.0000,0.0000,1.0000
Q11,731.902,0.2499,0.0000,0.7501
Q11,533.916,0.1355,0.0000,0.8645
Q11,482.887,0.1769,0.0000,0.8231
Q11,457.857,0.1044,0.0000,0.8956
Q11,447.887,0.1641,0.0000,0.8359
Q11,532.382,0.2391,0.0000,0.7609
Q11,513.238,0.2049,0.0000,0.7951
Q11,497.784,0.2997,0.0000,0.7003
Q11,538.454,0.2815,0.0000,0.7185
Q11,615.690,0.2182,0.0000,0.7818
Q12,896.853,0.6467,0.0000,0.3533
Q12,1228.705,0.4827,0.0000,0.5173
Q12,2029.430,0.3089,0.0000,0.6911
Q12,1950.333,0.3119,0.0000,0.6881
Q12,989.125,0.5689,0.0000,0.4311
Q12,850.282,0.7037,0.0000,0.2963
Q12,837.022,0.6822,0.0000,0.3178
Q12,872.364,0.6573,0.0000,0.3427
Q12,964.204,0.6449,0.0000,0.3551
Q12,952.476,0.5995,0.0000,0.4005
Q13,867.440,0.5761,0.0000,0.4239
Q13,763.150,0.6442,0.0000,0.3558
Q13,763.719,0.6632,0.0000,0.3368
Q13,964.369,0.5864,0.0000,0.4136
Q13,1626.346,0.3127,0.0000,0.6873
Q13,1614.119,0.3616,0.0000,0.6384
Q13,1348.616,0.3950,0.0000,0.6050
Q13,880.937,0.5707,0.0000,0.4293
Q13,754.712,0.6665,0.0000,0.3335
Q13,746.066,0.7708,0.0000,0.2292
Q14,5762.455,0.0000,0.0000,1.0000
Q14,8681.065,0.0000,0.0000,1.0000
Q14,5573.968,0.0000,0.0000,1.0000
Q14,8920.313,0.0000,0.0000,1.0000
Q14,5674.891,0.0000,0.0000,1.0000
Q14,8981.498,0.0000,0.0000,1.0000
Q14,6654.347,0.0000,0.0000,1.0000
Q14,8940.812,0.0000,0.0000,1.0000
Q14,5787.573,0.0000,0.0000,1.0000
Q14,8824.046,0.0000,0.0000,1.0000
Q15,5124.314,0.1227,0.0000,0.8773
Q15,6168.164,0.1070,0.0000,0.8930
Q15,4982.346,0.1233,0.0000,0.8767
Q15,7109.288,0.0902,0.0000,0.9098
Q15,4209.435,0.1640,0.0000,0.8360
Q15,4053.389,0.1586,0.0000,0.8414
Q15,7035.809,0.0928,0.0000,0.9072
Q15,4795.134,0.1379,0.0000,0.8621
Q15,4646.062,0.1360,0.0000,0.8640
Q15,6950.865,0.0871,0.0000,0.9129
Q16,3462.766,0.0332,0.0000,0.9668
Q16,6580.180,0.0235,0.0000,0.9765
Q16,3423.681,0.0184,0.0000,0.9816
Q16,3757.094,0.0209,0.0000,0.9791
Q16,6169.697,0.0244,0.0000,0.9756
Q16,3018.005,0.0228,0.0000,0.9772
Q16,3402.261,0.0225,0.0000,0.9775
Q16,3869.784,0.0179,0.0000,0.9821
Q16,5881.679,0.0106,0.0000,0.9894
Q16,3657.354,0.0374,0.0000,0.9626
Q17,114197.839,0.9976,0.0000,0.0024
Q17,115379.074,0.9976,0.0000,0.0024
Q17,114767.432,0.9979,0.0000,0.0021
Q17,114664.045,0.9982,0.0000,0.0018
Q17,114197.777,0.9972,0.0000,0.0028
Q17,113647.005,0.9977,0.0000,0.0023
Q17,113684.201,0.9979,0.0000,0.0021
Q17,113439.285,0.9982,0.0000,0.0018
Q17,112730.888,0.9977,0.0000,0.0023
Q17,112490.894,0.9971,0.0000,0.0029
Q18,774.971,0.7344,0.0000,0.2656
Q18,769.785,0.7589,0.0000,0.2411
Q18,1215.214,0.4542,0.0000,0.5458
Q18,1614.787,0.3392,0.0000,0.6608
Q18,1532.707,0.3765,0.0000,0.6235
Q18,961.857,0.5926,0.0000,0.4074
Q18,835.665,0.6788,0.0000,0.3212
Q18,852.239,0.6446,0.0000,0.3554
Q18,818.380,0.6986,0.0000,0.3014
Q18,850.968,0.6635,0.0000,0.3365
Q19,9045.880,0.0000,0.0000,1.0000
Q19,7117.187,0.0000,0.0000,1.0000
Q19,10149.069,0.0000,0.0000,1.0000
Q19,7238.538,0.0000,0.0000,1.0000
Q19,10083.441,0.0000,0.0000,1.0000
Q19,9667.248,0.0000,0.0000,1.0000
Q19,7311.767,0.0000,0.0000,1.0000
Q19,9723.793,0.0000,0.0000,1.0000
Q19,7710.469,0.0000,0.0000,1.0000
Q19,9886.544,0.0000,0.0000,1.0000
Q20,171022.974,0.9496,0.0000,0.0504
Q20,170137.145,0.9494,0.0000,0.0506
Q20,169951.985,0.9507,0.0000,0.0493
Q20,169284.696,0.9522,0.0000,0.0478
Q20,169951.147,0.9485,0.0000,0.0515
Q20,168127.058,0.9580,0.0000,0.0420
Q20,167824.205,0.9619,0.0000,0.0381
Q20,168828.002,0.9561,0.0000,0.0439
Q20,167683.673,0.9617,0.0000,0.0383
Q20,167716.458,0.9592,0.0000,0.0408
Q21,2279.102,0.4712,0.0000,0.5288
Q21,2030.639,0.5285,0.0000,0.4715
Q21,1776.575,0.5794,0.0000,0.4206
Q21,1606.615,0.6907,0.0000,0.3093
Q21,1372.594,0.7918,0.0000,0.2082
Q21,1364.130,0.7724,0.0000,0.2276
Q21,1380.808,0.7821,0.0000,0.2179
Q21,1639.834,0.6513,0.0000,0.3487
Q21,1880.405,0.5952,0.0000,0.4048
Q21,1784.652,0.6244,0.0000,0.3756
