Consulta,Iteracion,Tiempo,Manager,Worker1,Worker2
1,37,10205.498,0.010087547259702175,21.278945424911498,51.263472621564276
1,38,9862.456,0.00313549314607824,46.745131243299085,33.1078471017764
1,39,11050.664,0.01425597553152343,22.921895038977596,46.90277095247603
1,40,11073.271,0.012865308054122476,31.956406405447336,36.66670919206404
1,41,11032.077,0.04114459694227657,28.496365607332272,22.40970346389384
1,43,10989.012,0.00293071870962245,32.01007091942476,44.054897296451294
1,44,10990.133,0.0009772288906719077,34.88684138468955,33.51200645591665
1,45,11008.341,0.01575528499757347,46.353875374820255,32.18461263656048
1,46,10982.865,0.01544429192010478,10.832115019222197,32.368857429001636
1,47,10979.186,0.004122893967968745,18.67334900329083,18.298102685693276
1,49,10965.831,0.002222331387483953,30.999267502564955,22.44073884094079
1,50,10937.379,0.01570998287816362,45.08645365903196,40.23895501229058
1,51,10932.718,0.019042619787793792,10.798826881268258,13.0634910435726
1,52,11016.775,0.03271361006567029,20.568208235335717,46.23955517626276
1,53,10927.644,0.0013734320745316148,32.347667047268956,30.652302283309744
1,54,10899.581,0.010038885128626076,28.66356153563925,42.48322501212056
1,57,10920.116,0.00862422274292201,28.324126095748856,30.907535217124096
1,59,10972.492,0.06018666354618006,42.994181331191,28.913268752032323
1,60,10840.990,0.0039422360203816105,32.231278764951476,33.225308506721895
1,61,10883.216,0.0037177986393158984,41.71470559258608,45.2704329782987
1,62,10816.209,0.014061110344898807,20.514711859746892,11.172197031232528
1,63,10872.990,0.010773753628429764,34.62048371578329,29.303423895710083
1,64,10837.083,0.00638341908024967,22.421538265771986,15.57030879815894
1,65,10841.966,0.011124123035721972,23.05426707690559,30.39497358136191
1,66,10972.168,0.01716541855702096,34.90367423308324,14.663438105819427
1,67,10797.127,0.008700059126212965,17.568259883526018,27.06940466116904
1,70,10823.028,0.003122274588022859,32.54483384887542,0.055788777280936626
1,72,10862.703,0.005316574126129571,33.74352167486299,10.29454486599134
1,73,10834.250,0.011065586278669621,44.16744744373402,10.10949525741141
1,74,10910.707,0.01218626597155448,23.322145611576058,20.089906529313737
2,12,636.835,0.0007612187607587,0.0112893094870739,0.0118298598765799
2,15,639.236,0.000764088713328175,0.0250224652931635,0.0248412914508003
2,18,642.914,0.00176667482124577,0.0251664381409822,0.0249842218707955
2,20,640.535,0.0017601375248115,0.0292580821152719,0.0284161785714693
2,26,959.599,0.00224099372137317,0.0158988474248907,0.0303840941395729
2,47,1587.476,0.00113558695255169,0.0421749233350382,0.083160609594259
2,63,711.749,0.000957416188218226,0.0427066639661548,0.037546888909201
2,65,988.069,0.00132911076190707,0.0270778686299658,0.028227951974219
2,67,1026.886,0.00282929753433153,0.0281416421383032,0.0293369073323805
2,69,644.34,0.00289884327798413,0.00947925576637337,0.0184080247179785
2,72,630.529,0.00321955814052154,0.00927607421410378,0.0180134609327409
2,75,649.407,0.00331595151588851,0.0251432594592538,0.0185527828600246
2,80,653.112,0.00363937738139521,0.025286706906381,0.0186586302877493
2,82,1278.956,0.00712680755858059,0.0495176715757136,0.0365382463624901
2,84,1011.152,0.0056345063602453,0.0393296525882173,0.0288874057324291
2,85,1536.736,0.00240056467907883,0.0250492067501909,0.0439027132771633
2,88,633.938,0.000990286667017547,0.0103333585136305,0.0181108519937701
2,100,999.229,0.0027186043999493,0.0162876992611526,0.0285467798536811
2,118,1334.894,0.00358205556435468,0.058953525513944,0.0134995409878657
2,120,975.001,0.00261631841726862,0.0231812937236922,0.00986000833227958
2,122,808.189,0.00216869497091173,0.0122949235647692,0.00817306882152603
2,125,670.818,0.00102828870901378,0.0102051080079924,0.00678386080572546
2,128,646.24,0.00099061339336909,0.00983120458766013,0.00653530794804555
2,131,646.503,0.00099101654285296,0.00983520558853683,0.00653796761936013
2,134,663.185,0.000888681519224293,0.0100889877049817,0.00670666966069043
2,136,997.644,0.00512304898680544,0.0151770894244423,0.0100889928858009
2,142,655.782,0.00153479766543628,0.0135668724726588,0.0125683480573046
2,159,639.899,0.0013995589847931,0.00866255619806217,0.0376581738129294
2,162,707.425,0.00154724888586676,0.00957668134879743,0.041632091329431
2,168,642.167,0.00336347629910182,0.00869325897687133,0.0243543253648721
3,1,5537.251,0.003582384752675359,0.0625876330304164,0.06791178330832981
3,2,5570.090,0.05617138019078139,0.1930372280282943,8.26640636984403
3,3,5660.344,0.015697685863331423,0.24935611114549527,0.22758783846005068
3,4,5779.219,0.1979170870531401,0.46889874888360494,0.39355587744218873
3,5,5613.279,0.004625546066765722,0.410121196982536,0.21506225103617416
3,6,5830.153,0.009303185833281208,0.19583851159763047,0.2874302827780104
3,7,5696.850,0.008913472040229475,5.723480064670305,0.4500745588022884
3,8,5474.469,0.057318669558844196,2.5887747691509673,3.2158540194944796
3,9,5524.573,0.010646684440466599,2.524893083914017,5.907019066400116
3,10,5773.577,0.12537515277302327,0.08214675930835436,0.5085806893211814
3,11,5676.540,0.004125824825086989,0.2178046043212003,0.21955026900382837
3,12,5675.282,0.015568857503497742,4.741956711195052,2.305758019846246
3,13,5758.931,0.016858938783855457,0.3728501911633113,5.1346055544196245
3,14,5691.289,0.012839794222516522,0.184893841680602,4.411512138109439
3,15,5545.091,0.11508521631716248,5.496717310131009,0.2676823642660279
3,16,5611.835,0.02463646916002414,0.16464555922420634,0.41763602922693477
3,17,5750.882,0.010548671903049672,0.22023568059770054,3.7310001037860343
3,18,5675.431,0.09765375913824723,0.4397217343647935,3.6016197931839917
3,19,5930.346,0.1654079946832176,0.5418941885071067,4.088523464380449
3,20,5821.101,0.11652694066920585,0.21853447644701804,0.16126375111855273
3,21,5554.170,0.1243192181107101,0.4241442125764687,8.366532773566655
3,22,5594.567,0.03445970644024964,0.40488584315035736,0.2885425207115694
3,23,5469.401,0.013932859686421856,0.20359676915811797,2.156965101621371
3,24,5693.012,0.09472484651944793,5.108927278525003,8.945443997894902
3,25,5623.690,0.0956722460473919,1.8963391773171083,0.16543954252477383
3,26,5909.148,0.014861204444680344,2.155633393688642,3.7942810772799955
3,27,5769.915,0.15460660417166405,0.44292229928531096,1.549132790879765
3,28,5701.583,0.11087352654904153,0.2179062798339721,1.7293307952776509
3,29,5761.845,0.337886906532168,0.41279070321551864,0.25145765573618484
3,30,5782.088,0.09117685357123548,0.2923163353041144,2.465822017655442
4,38,1286.483,0.00258224338748038,0.0502041170281546,0.0245897880182541
4,40,1268.937,0.00254702485565623,0.0495193964081573,0.02425441442951
4,41,1312.818,0.00263510330059956,0.0512318223471806,0.0250931542247728
4,43,1317.401,0.00264430235060241,0.0562588404979303,0.054359765905901
4,44,1303.676,0.00266066947026301,0.0556727223867143,0.0428249205144599
4,56,1783.512,0.00353745206957297,0.0585606664227624,0.0541984651004916
4,58,1327.559,0.00263310610303167,0.0506051077953444,0.0403426834976964
4,59,1295.853,0.00257175583644606,0.0493965094974464,0.0391413996659728
4,67,1786.257,0.00249268567012363,0.0640702112129886,0.0688826205425678
4,68,1336.331,0.00258287047681956,0.043606713927393,0.0515323277626177
4,72,1302.536,0.00330012773174217,0.0468670199915459,0.051295528821201
4,73,1278.152,0.00323834800771857,0.0887321445565432,0.0503352558039668
4,75,1356.51,0.00343687719140628,0.094171930578207,0.0534210937749493
4,78,1417.667,0.00572157155655421,0.0501952768077308,0.0584571766518398
4,80,1312.771,0.00529822110119599,0.0464812284761947,0.0383071526978166
4,81,1290.763,0.00280010118561417,0.0457019921308579,0.0376649509607478
4,87,1580.037,0.00213276061852122,0.0543993915058133,0.0569523444898892
4,92,1276.898,0.00275636713295154,0.0444911303193396,0.0269903269243873
4,93,1335.87,0.00288366663734768,0.0798391939573152,0.0282368427458428
4,95,1295.671,0.00265377598562436,0.0774366729351423,0.0580276643523197
4,101,1255.414,0.00129530512155937,0.0327149505614291,0.0268770256568911
4,102,1378.032,0.0014218193418846,0.0575079861400272,0.06079926104136
4,104,1343.579,0.00273194030519428,0.0560701946761988,0.059279182450545
4,111,1581.576,0.00345819062678322,0.0616333865050029,0.0522719670437026
4,112,1336.201,0.0029216665994542,0.0328906931456483,0.0441621867275189
4,126,1474.566,0.00287955558739468,0.0332082911710953,0.0316979412914016
4,134,1678.085,0.00324138814641318,0.0505083439001216,0.0558171390422528
4,144,1382.109,0.00145271669525224,0.0368981125858254,0.0125916226186339
4,146,1540.237,0.0016189229681199,0.0371475919981973,0.014032238446647
4,147,1639.318,0.00172306571147971,0.0588537937666896,0.046226361677669
5,1,9004.673,0.017741462791313136,19.563721757931102,1.2141659049100524
5,2,9011.040,0.050967653517525253,9.2463548454894,10.498842522811278
5,3,9021.676,0.02405221556100415,11.748235040995981,13.622942522946726
5,4,8885.619,0.012891969959728036,7.562173485234906,25.025848325864622
5,5,10817.311,0.3018016780430648,5.083275448364523,18.237093461881074
5,6,8863.941,0.7046955074260939,15.49392011471036,13.688772911249412
5,7,9223.302,0.013101147572112542,3.6347056472801293,5.278032833836035
5,8,9329.790,0.18471191396960135,0.17854625053308504,3.5224434817527337
5,9,9299.247,0.044542457788847946,4.79846656427631,7.886299984695743
5,10,9319.500,0.014138112802796785,1.1460020266946864,17.5266057727391
5,11,9114.287,3.104075566731584,17.019698983320755,11.141598456228573
5,12,9328.031,0.09933623235658971,36.69621330397687,0.7938806414614765
5,13,9305.515,0.029040064143852032,2.5155135117407057,0.9232315779216661
5,14,8987.852,0.027899154235359613,0.17232311833771824,3.301669080495996
5,15,9027.702,0.035132701040504546,6.231482272923557,10.034071003142552
5,16,9551.246,0.026278927649223162,25.95415806465611,11.741823310011974
5,17,9380.766,0.1720892535689942,13.017409075986937,4.314770157372649
5,18,9343.831,0.07447929722010298,34.62400717113748,5.478005803899098
5,19,9366.799,0.03958312994165211,1.072510568435448,8.196060792578802
5,20,9283.795,0.021085174329087252,21.49146028229707,7.635546983783016
5,21,9277.183,0.7645785094980483,1.373202129286587,25.595106673405397
5,22,9113.034,0.03933706317412178,6.432481999877027,7.083339698917582
5,23,9342.302,0.10804643842347385,13.717955448207395,11.001168527651465
5,24,9407.542,0.07315680425994756,25.525745989661758,6.768543567721408
5,25,9470.682,0.01781542930760157,5.337921835507507,2.7652910304004146
5,26,9652.412,0.19873388184220914,19.17326724155284,26.866497968601827
5,27,8944.213,0.11654656992110571,12.50777997459905,7.498649116753423
5,28,9603.605,0.05281589289505524,25.900793709221777,1.940104237054274
5,29,9425.537,0.022387149453592284,18.954683692460215,28.98305769755519
