1;1;1763461564;1763461746
1;2;1763461746;1763461941
1;3;1763461941;1763462134
1;4;1763462134;1763462330
1;5;1763462330;1763462521
1;6;1763462521;1763462709
1;7;1763462709;1763462895
1;8;1763462895;1763463083
1;9;1763463083;1763463272
1;10;1763463272;1763463458
2;1;1763601842;1763601887
2;2;1763601887;1763601890
2;3;1763601890;1763601892
2;4;1763601892;1763601895
2;5;1763601895;1763601921
2;6;1763601921;1763601924
2;7;1763601924;1763601927
2;8;1763601927;1763601929
2;9;1763601929;1763601932
2;10;1763601932;1763601934
3;1;1763601934;1763602401
3;2;1763602401;1763602829
3;3;1763602829;1763603328
3;4;1763603328;1763603745
3;5;1763603745;1763604206
3;6;1763604206;1763604628
3;7;1763604628;1763605127
3;8;1763605127;1763605614
3;9;1763605614;1763606136
3;10;1763606136;1763606414
5;1;1763592692;1763593197
5;2;1763593197;1763593769
5;3;1763593769;1763594323
5;4;1763594323;1763594903
5;5;1763594903;1763596003
5;6;1763596003;1763597085
5;7;1763597085;1763598154
5;8;1763598154;1763599512
5;9;1763599512;1763600758
5;10;1763600758;1763601842
7;1;1763614249;1763614723
7;2;1763614723;1763615413
7;3;1763615413;1763615863
7;4;1763615863;1763616355
7;5;1763616356;1763616848
7;6;1763616848;1763617612
7;7;1763617612;1763618104
7;8;1763618104;1763618537
7;9;1763618537;1763619170
7;10;1763619170;1763619617
8;1;1763628353;1763630208
8;2;1763630208;1763632176
8;3;1763632176;1763633824
8;4;1763633824;1763634162
8;5;1763634162;1763634165
8;6;1763634165;1763634168
8;7;1763634168;1763634171
8;8;1763634171;1763634174
8;9;1763634174;1763634177
8;10;1763634177;1763634180
9;1;1763634180;1763634184
9;2;1763634184;1763634187
9;3;1763634187;1763634190
9;4;1763634190;1763634193
9;5;1763634193;1763634196
9;6;1763634196;1763634199
9;7;1763634199;1763634202
9;8;1763634202;1763634205
9;9;1763634205;1763634208
9;10;1763634208;1763634211
10;1;1763634211;1763634214
10;2;1763634214;1763634218
10;3;1763634218;1763634220
10;4;1763634220;1763634223
10;5;1763634223;1763634227
10;6;1763634227;1763634230
10;7;1763634230;1763634233
10;8;1763634233;1763634236
10;9;1763634236;1763634239
10;10;1763634239;1763634242
11;1;1763459600;1763459604
11;2;1763459604;1763459605
11;3;1763459605;1763459606
11;4;1763459606;1763459607
11;5;1763459607;1763459607
11;6;1763459607;1763459608
11;7;1763459608;1763459609
11;8;1763459609;1763459610
11;9;1763459610;1763459611
11;10;1763459611;1763459611
12;1;1763463458;1763463736
12;2;1763463736;1763464008
12;3;1763464008;1763464285
12;4;1763464285;1763464567
12;5;1763464567;1763464841
12;6;1763464841;1763465108
12;7;1763465108;1763465377
12;8;1763465377;1763465645
12;9;1763465645;1763465911
12;10;1763465911;1763466184
13;1;1763459485;1763459577
13;2;1763459577;1763459580
13;3;1763459580;1763459582
13;4;1763459582;1763459585
13;5;1763459585;1763459588
13;6;1763459588;1763459590
13;7;1763459590;1763459593
13;8;1763459593;1763459595
13;9;1763459595;1763459598
13;10;1763459598;1763459600
14;1;1763466184;1763466486
14;2;1763466486;1763466967
14;3;1763466967;1763467246
14;4;1763467246;1763467626
14;5;1763467626;1763467966
14;6;1763467966;1763468338
14;7;1763468338;1763468753
14;8;1763468753;1763469003
14;9;1763469003;1763469281
14;10;1763469281;1763469520
15;1;1763610407;1763610761
15;2;1763610761;1763611114
15;3;1763611114;1763611514
15;4;1763611514;1763611920
15;5;1763611920;1763612311
15;6;1763612311;1763612725
15;7;1763612725;1763613116
15;8;1763613116;1763613501
15;9;1763613501;1763613882
15;10;1763613882;1763614249
16;1;1763460299;1763460428
16;2;1763460428;1763460554
16;3;1763460554;1763460690
16;4;1763460690;1763460799
16;5;1763460799;1763460925
16;6;1763460925;1763461035
16;7;1763461035;1763461182
16;8;1763461182;1763461302
16;9;1763461302;1763461450
16;10;1763461450;1763461564
17;1;1763592691;1763592691
17;2;1763592691;1763592691
17;3;1763592691;1763592691
17;4;1763592691;1763592691
17;5;1763592691;1763592692
17;6;1763592692;1763592692
17;7;1763592692;1763592692
17;8;1763592692;1763592692
17;9;1763592692;1763592692
17;10;1763592692;1763592692
18;1;1763459611;1763460265
18;2;1763460265;1763460293
18;3;1763460293;1763460294
18;4;1763460294;1763460295
18;5;1763460295;1763460295
18;6;1763460295;1763460296
18;7;1763460296;1763460296
18;8;1763460296;1763460297
18;9;1763460297;1763460298
18;10;1763460298;1763460298
19;1;1763469520;1763470019
19;2;1763470019;1763470353
19;3;1763470353;1763470724
19;4;1763470724;1763471043
19;5;1763471043;1763471390
19;6;1763471390;1763471958
19;7;1763471958;1763472204
19;8;1763472204;1763472761
19;9;1763472761;1763473246
19;10;1763473246;1763473604
21;1;1763619618;1763620589
21;2;1763620589;1763621411
21;3;1763621411;1763622349
21;4;1763622349;1763623353
21;5;1763623353;1763624395
21;6;1763624395;1763625207
21;7;1763625207;1763625935
21;8;1763625935;1763626732
21;9;1763626732;1763627526
21;10;1763627526;1763628353
